,X_r,Decision,best_r_quality,top_quality,OC,mean_input,P5_input,P95_input,KG,DL,HP_names,HP_vars,fp,file_number,results_name
19,[37.2770578],False,0.0,0.0,0.6104305401303497,[40.4273211   7.37814219],[39.55922739  4.6501043 ],[41.36107021 10.61642371],"[array([[21.90532089, 39.70893102, 10.93360873]]), 1.266678992195569e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.72147886e-01 4.05044718e+01 2.72485057e+01 4.28964075e+02
 3.61405426e-04]",20,7,Newsvendor_BICO_RESULTS
20,[37.29865723],True,0.0,0.0,0.6106648436831021,[40.3552926   7.12303994],[39.61518244  4.59662546],[41.23971906 10.74693991],"[array([[51.62338672, 40.29407117,  9.30974472]]), 1.0526600618954163e-07]","[0, 0.0007543768943975554]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.50832582e-01 4.01215505e+01 2.71593161e+01 3.80786429e+02
 3.17894211e-04]",20,7,Newsvendor_BICO_RESULTS
21,[37.19884189],False,0.0,0.0,0.6095641485621923,[40.2637217   7.26016729],[39.57930165  5.16805425],[40.87454324  9.98284234],"[array([[52.30927038, 39.90226497,  9.94897287]]), 7.420028167670623e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.50833322e-01 4.01215806e+01 2.71593382e+01 3.80788229e+02
 3.17893157e-04]",20,7,Newsvendor_BICO_RESULTS
22,[37.17803214],True,0.0,0.0,0.6093289537045143,[40.28875946  7.40804541],[39.45921943  4.90379229],[41.17816103 12.06126989],"[array([[36.56592515, 45.32954034,  8.32082707]]), 1.868328182025314e-05]","[0, 0.0010114112841033336]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.39343241e-01 3.99284600e+01 2.69987972e+01 3.54639866e+02
 2.70712603e-04]",20,7,Newsvendor_BICO_RESULTS
23,[37.12630815],False,0.0,0.0,0.6087359700027577,[40.24095511  7.39182857],[39.3537952   4.52760236],[41.03720908 11.46372475],"[array([[8.85608980e-05, 4.21516608e+01, 1.37519295e+01]]), 5.50862086023951e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.39345348e-01 3.99284738e+01 2.69988554e+01 3.54639988e+02
 2.70713631e-04]",20,7,Newsvendor_BICO_RESULTS
24,[37.26992092],False,0.0,0.0,0.6103526526300149,[40.16173634  7.09642446],[39.54868253  4.55681734],[40.72011904 10.52191715],"[array([[37.48987437, 44.46040932, 17.15960389]]), 7.848217562500537e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.28237741e-01 3.25162324e+01 2.41896562e+01 2.18456245e+02
 1.73328122e-04]",20,7,Newsvendor_BICO_RESULTS
25,[37.18746278],True,0.0,0.0,0.6094357813463163,[40.14663717  7.35877357],[39.15856945  4.63714712],[40.91983819 11.39002473],"[array([[25.09205096, 42.266329  , 10.00240147]]), 4.684630355422659e-05]","[0, 0.00011355127980369472]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.13955335e-01 3.16268979e+01 2.42890787e+01 2.54653067e+02
 2.32870440e-04]",20,7,Newsvendor_BICO_RESULTS
26,[37.19837093],False,0.0,0.0,0.6095588469586516,[40.15510927  6.86789097],[39.39071744  4.17434988],[40.81495046 11.4678735 ],"[array([[24.84385681, 42.13864434,  9.1225551 ]]), 9.213420851361676e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.13956182e-01 3.16269020e+01 2.42891065e+01 2.54653924e+02
 2.32870692e-04]",20,7,Newsvendor_BICO_RESULTS
27,[37.27586658],True,0.0,0.0,0.6104175560820413,[40.12497693  7.07642046],[39.45485313  4.60621097],[40.80778558 10.02992356],"[array([[37.3736743 , 37.2989593 ,  5.79772525]]), 5.0913139253983e-06]","[0, 0.0003038110179683151]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.11186510e-01 3.19366671e+01 2.36706350e+01 2.36384311e+02
 2.03569495e-04]",20,7,Newsvendor_BICO_RESULTS
28,[37.3176746],False,0.0,0.0,0.6108693276519711,[40.16809643  6.69810612],[39.39661806  4.35839994],[40.92806427  9.57304388],"[array([[37.17587635, 35.42953051, 10.80791113]]), 6.753533916048493e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.11188491e-01 3.19367214e+01 2.36706409e+01 2.36383206e+02
 2.03567261e-04]",20,7,Newsvendor_BICO_RESULTS
29,[37.37623465],True,0.0,0.0,0.6114883011420489,[40.18864506  7.01861404],[39.47735419  4.78496288],[40.99326    10.29963272],"[array([[37.71020183, 40.4066041 ,  6.39443562]]), 2.516011319819711e-05]","[0, 0.00015230656281183474]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.55665085e-01 2.76722466e+01 2.60618605e+01 3.52343184e+05
 6.71014080e-04]",20,7,Newsvendor_BICO_RESULTS
30,[37.45616035],True,0.0,0.0,0.6123068319858107,[40.29067423  6.55534708],[39.59916866  4.27480111],[40.94296548  9.92921547],"[array([[37.13543504, 40.21341659,  9.62400917]]), 1.4767745480037675e-05]","[0, 6.716969863150735e-05]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.55719433e-01 2.76725922e+01 2.60634583e+01 4.30217989e+05
 6.71028232e-04]",20,7,Newsvendor_BICO_RESULTS
31,[37.26775919],True,0.0,0.0,0.6103290140808021,[40.05002253  6.63816915],[39.13419848  4.06969141],[40.86888428  9.59283384],"[array([[47.93256616, 42.10519337,  8.03530255]]), 3.410862487984723e-05]","[0, 0.0008885563610976232]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.55670267e-01 2.76725159e+01 2.60618678e+01 4.30217989e+05
 6.71024203e-04]",20,7,Newsvendor_BICO_RESULTS
32,[37.60864271],False,0.0,0.0,0.6137823490266652,[40.17924679  6.47154087],[39.52375439  4.11923549],[40.79740772  9.26991242],"[array([[47.0273904 , 42.5887997 , 10.79123167]]), 7.078891647860353e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.16696217e-01 2.02839079e+01 2.62179408e+01 3.96771289e+05
 1.85893086e-04]",20,7,Newsvendor_BICO_RESULTS
33,[37.76045416],True,0.0,0.0,0.6151347871059575,[40.2220931   6.25331463],[39.43793724  4.08606666],[40.88648915  9.1266775 ],"[array([[37.84983393, 42.99947898,  5.21635832]]), 2.370486031799679e-06]","[0, 7.678960675437385e-05]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.40413787e-01 2.73763008e+01 2.52234165e+01 4.62969924e+05
 9.90147525e-04]",20,7,Newsvendor_BICO_RESULTS
34,[37.69076814],False,0.0,0.0,0.6145286481409596,[40.13529603  6.05522848],[39.439691    3.87211501],[40.78814619  9.10801303],"[array([[27.07633977, 41.29092198,  4.74338746]]), 1.3865071149532504e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.40407242e-01 2.73767393e+01 2.52230239e+01 4.74200371e+05
 9.90175471e-04]",20,7,Newsvendor_BICO_RESULTS
35,[38.03329447],True,0.0,0.0,0.6172612904634381,[40.13463644  6.13744933],[39.4357267   3.90205555],[40.85950246  8.60803684],"[array([[69.30927726, 41.42171325, 24.18991541]]), 2.480465112109087e-05]","[0, 0.002675078690401207]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.28190020e-01 2.58610578e+01 2.51078543e+01 4.74200371e+05
 8.72033548e-04]",20,7,Newsvendor_BICO_RESULTS
36,[38.03603181],True,0.0,0.0,0.6172805846686767,[40.13804483  6.16602418],[39.38891247  4.41192757],[41.03928279  8.38377072],"[array([[69.25457548, 41.3951716 , 23.73832743]]), 8.678940995676676e-05]","[0, 0.000151154918215084]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.28190366e-01 2.58609072e+01 2.51078429e+01 4.74200371e+05
 8.72024879e-04]",20,7,Newsvendor_BICO_RESULTS
37,[37.98663517],True,0.0,0.0,0.616926122323349,[40.07747437  6.11500502],[39.43739667  4.13761248],[40.63822583  9.10325727],"[array([[38.04312432, 30.71224987, 20.75460274]]), 3.8084390219239594e-06]","[0, 0.0005929234116132554]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.28190373e-01 2.58609073e+01 2.51078430e+01 4.74200371e+05
 8.72024891e-04]",20,7,Newsvendor_BICO_RESULTS
38,[38.13731792],True,0.0,0.0,0.6179652631220981,[40.26126652  6.89714864],[39.65984647  4.82336335],[40.93787912  9.8947312 ],"[array([[69.42516687, 41.32553702, 10.29201691]]), 2.4213648500248652e-05]","[0, 0.0003257890458972901]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.28190373e-01 2.58609073e+01 2.51078430e+01 4.74200371e+05
 8.72024891e-04]",20,7,Newsvendor_BICO_RESULTS
39,[38.17101967],True,0.0,0.0,0.6181803441934932,[40.30220557  6.78911093],[39.70060329  4.54496188],[40.98759338  8.99409796],"[array([[69.12304786, 41.16868965, 21.9319097 ]]), 4.691737686690622e-06]","[0, 0.00017218133852514917]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.28190373e-01 2.58609073e+01 2.51078430e+01 4.74200371e+05
 8.72024891e-04]",20,7,Newsvendor_BICO_RESULTS
40,[38.05789604],True,0.0,0.0,0.6174332140689756,[40.16445979  6.82719812],[39.4981092  4.5021846],[40.804028    9.21545671],"[array([[69.27135212, 41.37348315, 12.46445113]]), 5.383777931344813e-05]","[0, 0.0004791024120622256]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.28192286e-01 2.58612085e+01 2.51078186e+01 4.80183902e+05
 8.72052706e-04]",20,7,Newsvendor_BICO_RESULTS
41,[38.11966939],True,0.0,0.0,0.6178500990692285,[40.2395099   7.00217549],[39.58504661  4.63143744],[40.86767207  9.80140005],"[array([[69.17639899, 41.25634282, 10.10296042]]), 8.154092645795696e-05]","[0, 0.0007201785790316973]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.28190343e-01 2.58609066e+01 2.51078426e+01 4.80183902e+05
 8.72024829e-04]",20,7,Newsvendor_BICO_RESULTS
42,[38.12846812],True,0.0,0.0,0.6179077312298699,[40.25044723  6.85650189],[39.51190232  4.93866927],[40.84977555  9.44599147],"[array([[69.17000519, 41.24119259, 21.78156916]]), 5.8267563112335274e-05]","[0, 0.0002543539023761221]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.28185351e-01 2.58612414e+01 2.51079732e+01 4.89010689e+05
 8.72093379e-04]",20,7,Newsvendor_BICO_RESULTS
43,[38.12213395],False,0.0,0.0,0.6178662860804579,[40.24261896  6.50660128],[39.62768284  4.72348593],[40.86176123  8.57338059],"[array([[69.32489751, 41.30960038,  9.68486318]]), 0.00017624969654150835]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.28190402e-01 2.58609079e+01 2.51078435e+01 4.89010689e+05
 8.72024929e-04]",20,7,Newsvendor_BICO_RESULTS
44,[37.90945328],True,0.0,0.0,0.6163456630189655,[40.22246793  6.71631782],[39.65871149  4.71529024],[40.83581374  9.26630539],"[array([[48.79846208, 41.21741268,  3.3050816 ]]), 1.5944697243419625e-05]","[0, 0.0010699555334991507]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.28740155e-01 2.64685505e+01 2.52321055e+01 4.89010689e+05
 9.15154479e-04]",20,7,Newsvendor_BICO_RESULTS
45,[37.89220898],False,0.0,0.0,0.6162115845985996,[40.20170523  6.62918089],[39.5664226   4.55385298],[40.79383844  9.71250115],"[array([[48.76285695, 41.12028425,  4.43778604]]), 1.3145598503516709e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.28738971e-01 2.64685099e+01 2.52320411e+01 4.89010689e+05
 9.15154760e-04]",20,7,Newsvendor_BICO_RESULTS
46,[37.71704509],True,0.0,0.0,0.6147601384156631,[40.13437439  6.96149348],[39.58081306  4.96276805],[40.75995183 10.12371633],"[array([[37.54479211, 41.57213452,  9.56642999]]), 6.709877544586185e-06]","[0, 0.0003410279594894927]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.37036622e-01 2.69349468e+01 2.54654472e+01 4.89010689e+05
 9.12976655e-04]",20,7,Newsvendor_BICO_RESULTS
47,[37.77815339],False,0.0,0.0,0.6152847346635836,[40.20746622  6.65170298],[39.52781056  4.54343835],[40.79021285  9.94140253],"[array([[27.47569277, 40.74326785,  5.85649612]]), 4.47644211096776e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.37036287e-01 2.69349423e+01 2.54654359e+01 4.89010689e+05
 9.12977282e-04]",20,7,Newsvendor_BICO_RESULTS
48,[38.30470681],False,0.0,0.0,0.6189697306908092,[40.17614733  6.78669201],[39.55066521  4.6283232 ],[40.71913626  9.86327768],"[array([[47.51494958, 40.84438456,  4.3750348 ]]), 1.238027677963327e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[4.97404562e-01 2.27693410e+01 2.53945392e+01 4.89010689e+05
 6.41340471e-04]",20,7,Newsvendor_BICO_RESULTS
49,[38.41078998],False,0.0,0.0,0.6195227354587624,[40.14001592  6.7485898 ],[39.5684872   4.99196856],[40.77229473  9.08562752],"[array([[38.22150901, 43.40155396,  6.92873388]]), 1.064287790597529e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[4.90260222e-01 2.18752546e+01 2.53590758e+01 4.89010689e+05
 5.41990370e-04]",20,7,Newsvendor_BICO_RESULTS
50,[38.49683007],False,0.0,0.0,0.6199225577271694,[40.18840964  6.70910363],[39.64467894  4.82633246],[40.71907153  9.43533917],"[array([[29.42447009, 40.47825233,  4.19177002]]), 6.61034014409756e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[4.89210634e-01 2.13990965e+01 2.55014367e+01 4.89010689e+05
 4.84505129e-04]",20,7,Newsvendor_BICO_RESULTS
51,[38.64813001],False,0.0,0.0,0.6205181967384898,[40.17384785  6.72269989],[39.57935173  4.65950628],[40.79580584  9.80223317],"[array([[39.06996041, 41.1955088 ,  8.07012308]]), 8.941271841811371e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[4.88811676e-01 2.09395560e+01 2.56495192e+01 4.89010689e+05
 4.56680368e-04]",20,7,Newsvendor_BICO_RESULTS
52,[38.69930714],False,0.0,0.0,0.6206881741014639,[40.15219266  6.93798947],[39.61112428  4.89612785],[40.69286868 10.21681081],"[array([[30.05482009, 40.28058457,  6.72445891]]), 0.00012795900173767638]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[4.82051977e-01 2.03810149e+01 2.55054128e+01 4.89010689e+05
 4.40777312e-04]",20,7,Newsvendor_BICO_RESULTS
53,[38.78790348],True,0.0,0.0,0.620944323428201,[40.09718812  6.55305291],[39.46592863  4.33523638],[40.60151793  9.41131521],"[array([[46.46687295, 39.3540018 ,  5.96399309]]), 2.675112469652241e-06]","[0, 0.0001711272698400379]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[4.81726097e-01 2.00515731e+01 2.56342234e+01 4.89010689e+05
 4.19522032e-04]",20,7,Newsvendor_BICO_RESULTS
54,[38.81604403],False,0.0,0.0,0.6210155122958864,[40.11908822  6.64433592],[39.59251695  4.49801402],[40.66431312  9.2760997 ],"[array([[46.66878686, 39.23392627,  5.9104159 ]]), 2.4097659665600624e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[4.68776185e-01 1.99056357e+01 2.50881841e+01 9.73412869e+02
 3.98332262e-04]",20,7,Newsvendor_BICO_RESULTS
55,[39.01433395],True,0.0,0.0,0.6213760360311046,[40.11347881  6.42328344],[39.48175674  4.73246997],[40.76104712  8.37524423],"[array([[31.17083724, 38.1152239 ,  9.85856048]]), 4.253167926571155e-05]","[0, 0.0001795930378678212]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[3.90805558e-01 1.74232609e+01 1.84067435e+01 1.11790407e+02
 1.00000015e-04]",20,7,Newsvendor_BICO_RESULTS
56,[39.1648978],False,0.0,0.0,0.6214827729232872,[40.27482856  6.60189988],[39.64599042  4.5476238 ],[40.84426671  9.05762672],"[array([[39.45407648, 41.47936612,  5.57017553]]), 3.254479871928062e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[3.90795651e-01 1.74232069e+01 1.84065148e+01 1.11788118e+02
 1.00000000e-04]",20,7,Newsvendor_BICO_RESULTS
57,[39.219633],True,0.0,0.0,0.6214854512210694,[40.24390423  7.12278501],[39.63445245  5.05538254],[40.85000095  9.98740398],"[array([[31.4325365 , 38.58471488, 10.91153782]]), 1.4489130037986797e-06]","[0, 0.0003917439375388232]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[3.94990048e-01 1.63929057e+01 1.94242937e+01 1.04656989e+02
 1.16028578e-04]",20,7,Newsvendor_BICO_RESULTS
58,[39.12393688],False,0.0,0.0,0.6214681222972425,[40.12120794  7.1615105 ],[39.47903658  5.31205153],[40.72835448  9.56514871],"[array([[45.7587609 , 38.5939329 , 14.66302587]]), 6.944741853021075e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[3.94990330e-01 1.63929128e+01 1.94243175e+01 1.04657295e+02
 1.16028592e-04]",20,7,Newsvendor_BICO_RESULTS
59,[38.67190385],True,0.0,0.0,0.6205991698334853,[40.16822083  7.26513851],[39.53038803  5.42654025],[40.74065234  9.88235132],"[array([[30.54971286, 40.3612033 ,  9.17630267]]), 6.644865504379371e-05]","[0, 8.541763297429284e-05]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[4.83746345e-01 2.00525460e+01 2.57844702e+01 2.81219539e+05
 4.67805210e-04]",20,7,Newsvendor_BICO_RESULTS
60,[38.82089461],False,0.0,0.0,0.6210272895903997,[40.37482315  7.40292585],[39.75392207  5.39012439],[41.02972164 10.04895802],"[array([[30.82290894, 40.79358676, 10.97020735]]), 1.1190501941982234e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[4.83743479e-01 2.00532554e+01 2.57837270e+01 2.81219539e+05
 4.67819322e-04]",20,7,Newsvendor_BICO_RESULTS
61,[38.79819721],True,0.0,0.0,0.6209709314679074,[40.20619566  7.65059556],[39.60285158  5.37828372],[40.73302182 10.45756399],"[array([[38.94274851, 40.43917448,  8.64231098]]), 5.612257630849271e-07]","[0, 0.0005042340065215656]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[4.83759554e-01 1.98113500e+01 2.58966814e+01 2.81219539e+05
 4.52627680e-04]",20,7,Newsvendor_BICO_RESULTS
