,X_r,Decision,best_r_quality,top_quality,OC,mean_input,P5_input,P95_input,KG,DL,HP_names,HP_vars,fp,file_number,results_name
15,[38.31550459],True,0.0,0.0,0.619018577849045,[40.48447206 11.11629075],[39.44482997  6.76798539],[41.50760221 18.2424564 ],"[array([[38.57840013, 41.62670519, 12.46799911]]), 2.3235826349554678e-05]","[0, 0.0010971101280052664]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.00225809e+00 2.92154937e+01 3.44689918e+01 1.30451571e+03
 8.46075870e-04]",20,4,Newsvendor_BICO_RESULTS
16,[38.29263013],True,0.0,0.0,0.618892519283178,[40.447582   11.47364521],[39.36550383  7.59601917],[41.41376919 18.18187512],"[array([[49.89670854, 40.94962303,  1.3347714 ]]), 7.618839899004026e-05]","[0, 0.0002444988592221253]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.00226271e+00 2.92155854e+01 3.44690062e+01 1.30448614e+03
 8.46077735e-04]",20,4,Newsvendor_BICO_RESULTS
17,[38.17789304],False,0.0,0.0,0.6182149006848607,[40.26263552 10.7187925 ],[39.31294062  6.79635719],[41.23649394 17.34969985],"[array([[49.7913447 , 40.55534326,  0.99051622]]), 1.7327010113699082e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.00225010e+00 2.92156532e+01 3.44688167e+01 1.30448602e+03
 8.46080650e-04]",20,4,Newsvendor_BICO_RESULTS
18,[38.11739533],False,0.0,0.0,0.6178275528207223,[40.34414248 11.67769556],[39.52846713  6.65196562],[41.272067   17.22433947],"[array([[27.06346718, 39.81834503,  3.19765507]]), 3.02133515620584e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.94466793e-01 2.95607687e+01 3.43265644e+01 1.01345678e+03
 7.93354867e-04]",20,4,Newsvendor_BICO_RESULTS
19,[38.21358251],True,0.0,0.0,0.6184337333423275,[40.39324999 10.86506048],[39.30602425  6.62378893],[41.30110885 15.98417858],"[array([[49.14423389, 40.47399735,  2.10201142]]), 4.280061234274157e-05]","[0, 0.00018702421554497417]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.73084804e-01 2.91358088e+01 3.42564199e+01 9.27878233e+02
 7.06994793e-04]",20,4,Newsvendor_BICO_RESULTS
20,[38.04086966],False,0.0,0.0,0.6173082157342508,[40.11572769 11.09260899],[39.16634575  6.36869659],[41.10118773 17.12665119],"[array([[49.31231213, 40.01103542,  3.7708144 ]]), 0.00010040757111395848]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.73083855e-01 2.91358019e+01 3.42564053e+01 9.27879483e+02
 7.06995246e-04]",20,4,Newsvendor_BICO_RESULTS
21,[38.02005015],False,0.0,0.0,0.617161318814438,[40.22735373 10.67147112],[39.04051151  6.33446943],[41.41531043 15.7524242 ],"[array([[69.96822672, 45.24864808, 19.92733297]]), 3.086208059399631e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.49314014e-01 2.89201149e+01 3.38915903e+01 7.96207270e+02
 6.30602564e-04]",20,4,Newsvendor_BICO_RESULTS
22,[38.12829024],True,0.0,0.0,0.6178988414596938,[40.27168911 10.73840901],[38.9088779  6.0619697],[41.30745569 17.29183067],"[array([[28.37464483, 39.04279875,  2.74921103]]), 2.4980149812003916e-06]","[0, 0.00035142680349830815]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.87956404e-01 2.95565798e+01 3.41743399e+01 8.38719035e+02
 6.35811154e-04]",20,4,Newsvendor_BICO_RESULTS
23,[38.05854216],True,0.0,0.0,0.6174310331321005,[40.15920523 11.39852073],[39.33217517  6.95869303],[41.03784057 17.39104393],"[array([[37.59051094, 28.29207918,  0.35389902]]), 4.358433263140782e-05]","[0, 8.179352304089837e-05]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.87960236e-01 2.95565903e+01 3.41743968e+01 8.38723570e+02
 6.35810063e-04]",20,4,Newsvendor_BICO_RESULTS
24,[37.96139006],False,0.0,0.0,0.6167346900995307,[40.00485631 10.76326141],[39.09260696  7.01071922],[40.96475782 15.49147933],"[array([[27.96976756, 38.37074998,  1.450051  ]]), 3.257706203962929e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.87960526e-01 2.95565991e+01 3.41743865e+01 8.38720245e+02
 6.35810092e-04]",20,4,Newsvendor_BICO_RESULTS
25,[37.9176182],False,0.0,0.0,0.6164041206354577,[39.98317141 10.68878133],[38.93249761  6.93822109],[40.85928863 16.15420001],"[array([[49.11613234, 38.91466091, 10.48041126]]), 2.0836953080971554e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.74146018e-01 2.89361861e+01 3.40150300e+01 9.14461545e+02
 5.72382035e-04]",20,4,Newsvendor_BICO_RESULTS
26,[37.89020488],False,0.0,0.0,0.6161918163549392,[40.0711119  10.77943018],[39.0990517   6.57644823],[41.14266773 15.68160173],"[array([[10.41414431, 39.04560108, 14.53168597]]), 2.0261865916859634e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.62008180e-01 2.88196344e+01 3.35605778e+01 8.31104624e+02
 5.18541307e-04]",20,4,Newsvendor_BICO_RESULTS
27,[37.88966743],False,0.0,0.0,0.6161876137158668,[39.94844726 10.57671574],[39.19083921  6.93946996],[40.77026576 15.84301602],"[array([[27.91573413, 41.68722178, 11.73186404]]), 1.1229997949335768e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.38564209e-01 2.80251361e+01 3.37491725e+01 7.73378259e+02
 4.62305066e-04]",20,4,Newsvendor_BICO_RESULTS
28,[37.98351611],True,0.0,0.0,0.6168978130209407,[39.93553646 10.53189137],[38.96988105  6.50256811],[40.982489   15.67146929],"[array([[48.73908076, 39.93889981, 10.82142992]]), 9.127750962367731e-05]","[0, 0.0001090731359450614]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.65882770e-01 2.83297186e+01 3.42811825e+01 8.63486505e+02
 4.99477293e-04]",20,4,Newsvendor_BICO_RESULTS
29,[38.03272355],False,0.0,0.0,0.6172510233106826,[40.01077498 10.66317586],[38.97468299  6.52960919],[40.92115485 16.37386488],"[array([[48.53084275, 40.01969326, 10.81190299]]), 2.6905279347788635e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.65882802e-01 2.83298086e+01 3.42811475e+01 8.63469918e+02
 4.99477731e-04]",20,4,Newsvendor_BICO_RESULTS
30,[38.08247471],False,0.0,0.0,0.6175946033927203,[40.02114766 10.76048749],[39.07577949  7.00006521],[41.074648  16.0422511],"[array([[4.09218433e-06, 4.46898254e+01, 1.54555544e+01]]), 0.00014862084941436038]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.36481394e-01 2.74339527e+01 3.38430619e+01 7.57546758e+02
 4.15493226e-04]",20,4,Newsvendor_BICO_RESULTS
31,[38.22168143],True,0.0,0.0,0.6184823827909173,[40.04424252 10.56784831],[39.32918118  6.62045963],[40.97503362 16.59117014],"[array([[47.74424031, 39.17132285, 10.41659812]]), 3.9013237085328e-13]","[0, 0.00010600212101242291]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.21361481e-01 2.60736822e+01 3.33338392e+01 7.77977951e+02
 3.39765278e-04]",20,4,Newsvendor_BICO_RESULTS
32,[38.22365362],True,0.0,0.0,0.6184941729680234,[40.04942034 10.27028866],[39.01720614  7.36089001],[41.07114978 14.48130943],"[array([[48.0309496 , 39.39930878,  9.60388897]]), 6.840246258299487e-09]","[0, 0.0005701797877285697]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.21355721e-01 2.60736674e+01 3.33337627e+01 7.77973103e+02
 3.39764527e-04]",20,4,Newsvendor_BICO_RESULTS
33,[38.1320792],True,0.0,0.0,0.6179234756272624,[39.9092794  10.03019055],[38.95729785  6.3570297 ],[40.87728017 16.37859111],"[array([[47.88678899, 38.77348876,  9.60618432]]), 4.501538586332288e-09]","[0, 0.0007840573925585737]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.21355652e-01 2.60736565e+01 3.33337333e+01 7.77970265e+02
 3.39764386e-04]",20,4,Newsvendor_BICO_RESULTS
34,[38.20740657],False,0.0,0.0,0.6183963833701294,[40.02448561 10.22719549],[39.07648203  6.44550752],[40.98248455 15.53292251],"[array([[28.39201802, 41.25317323, 11.80301683]]), 3.083549858673429e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.21357442e-01 2.60736767e+01 3.33337722e+01 7.77971176e+02
 3.39764145e-04]",20,4,Newsvendor_BICO_RESULTS
35,[38.20793966],False,0.0,0.0,0.6183996158736383,[39.91925972  9.57978329],[39.19628425  6.36505164],[40.71419824 13.96189445],"[array([[38.28990386, 40.83775241, 15.64804312]]), 1.4320941101875206e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.29994399e-01 2.61177144e+01 3.35401399e+01 7.82853862e+02
 3.39303505e-04]",20,4,Newsvendor_BICO_RESULTS
36,[38.29971111],False,0.0,0.0,0.618931863558709,[39.99653787  9.83034571],[39.13740086  6.28411214],[40.83591744 14.37821985],"[array([[38.47577042, 41.0973155 ,  6.29295131]]), 2.859638772556572e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.14966100e-01 2.52225649e+01 3.39161331e+01 7.74848130e+02
 3.60044281e-04]",20,4,Newsvendor_BICO_RESULTS
37,[38.33947919],True,0.0,0.0,0.6191474513944674,[39.94112938  9.6910328 ],[39.05745337  6.27541269],[40.81553734 15.0173845 ],"[array([[47.77465381, 39.38870469,  9.09750811]]), 1.4038836915197805e-06]","[0, 0.0005698035628424126]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.28847617e-01 2.44173195e+01 3.46602043e+01 1.61230654e+03
 5.10276029e-04]",20,4,Newsvendor_BICO_RESULTS
38,[38.34107899],False,0.0,0.0,0.6191559310668237,[39.94416418  9.41850973],[39.09428296  6.75403993],[40.7801441  14.13446661],"[array([[48.42100795, 40.01443124,  8.83242552]]), 3.788966917994685e-10]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.28840570e-01 2.44172894e+01 3.46600766e+01 1.61230637e+03
 5.10273070e-04]",20,4,Newsvendor_BICO_RESULTS
39,[38.25799052],True,0.0,0.0,0.6186958877074313,[39.86166318  9.44883457],[38.8455196   6.30649365],[40.69490123 12.73100121],"[array([[47.3870443 , 38.86591477, 10.48080661]]), 5.771494393513876e-12]","[0, 0.00016987589052955054]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.17573962e-01 2.42833899e+01 3.43272188e+01 1.52059617e+03
 4.76350850e-04]",20,4,Newsvendor_BICO_RESULTS
40,[38.25175837],True,0.0,0.0,0.6186597759627176,[39.85045794  9.61234998],[39.05863129  6.1540453 ],[40.66153583 14.4967883 ],"[array([[28.88604825, 39.3570256 ,  8.41643012]]), 3.688307167759586e-05]","[0, 0.0008542868916367863]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.17573083e-01 2.42833738e+01 3.43273689e+01 1.52065020e+03
 4.76352930e-04]",20,4,Newsvendor_BICO_RESULTS
41,[38.20897053],True,0.0,0.0,0.6184058622665299,[39.77544823  9.14152964],[38.91911018  6.24871274],[40.47849995 12.24899479],"[array([[28.53758818, 39.38891478,  6.35088648]]), 2.4735391142005625e-06]","[0, 0.0002688858044098841]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.17576189e-01 2.42833830e+01 3.43274082e+01 1.52064896e+03
 4.76352847e-04]",20,4,Newsvendor_BICO_RESULTS
42,[38.15307848],True,0.0,0.0,0.6180585209828198,[39.67684841  8.95567302],[38.8926609   5.75894834],[40.34807784 12.64024834],"[array([[37.87965872, 40.57955063, 14.37387758]]), 2.2034634867829084e-06]","[0, 0.0009997493425237048]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.17578961e-01 2.42833855e+01 3.43274356e+01 1.52065819e+03
 4.76352680e-04]",20,4,Newsvendor_BICO_RESULTS
43,[38.19094013],False,0.0,0.0,0.6182957398830595,[39.74433065  8.58987228],[39.03857681  5.55468492],[40.48167458 12.68414252],"[array([[47.37740356, 38.38512013,  9.34011244]]), 1.845934516353509e-11]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.17574039e-01 2.42833768e+01 3.43273548e+01 1.52065826e+03
 4.76352679e-04]",20,4,Newsvendor_BICO_RESULTS
44,[38.12517979],False,0.0,0.0,0.617878557193532,[39.84305555  8.83490541],[39.04785044  5.98634824],[40.66763383 12.44742425],"[array([[38.18407411, 39.79296575, 13.95069135]]), 1.0349789637542628e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.07106556e-01 2.45331186e+01 3.36189926e+01 1.41358784e+03
 4.98279525e-04]",20,4,Newsvendor_BICO_RESULTS
45,[38.12801517],False,0.0,0.0,0.6178970499024078,[39.711825    8.50642995],[39.1808741   5.80443233],[40.31275205 11.95900468],"[array([[38.56980543, 39.09675613, 13.11140462]]), 1.8765231083683886e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[6.42561674e-01 1.66106777e+01 2.66147999e+01 7.16434910e+05
 1.00000000e-04]",20,4,Newsvendor_BICO_RESULTS
46,[38.14905255],True,0.0,0.0,0.6180328230961591,[39.71971506  8.7974402 ],[38.86901748  6.18565386],[40.46381654 12.8655796 ],"[array([[31.81965202, 39.97341985, 12.51134572]]), 3.0857733120948083e-06]","[0, 0.0008968232292454826]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[6.42263506e-01 1.63226340e+01 2.66761918e+01 7.16434910e+05
 1.10253847e-04]",20,4,Newsvendor_BICO_RESULTS
47,[38.20765381],True,0.0,0.0,0.618397882775837,[39.82989545  8.96023191],[39.01080756  6.04633913],[40.83502614 13.2849213 ],"[array([[31.57986249, 40.37285386, 15.44629277]]), 1.1545516764854824e-09]","[0, 0.00017044892720559314]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[6.42265751e-01 1.63226177e+01 2.66761390e+01 7.16434910e+05
 1.10254721e-04]",20,4,Newsvendor_BICO_RESULTS
48,[38.12492422],True,0.0,0.0,0.6178768880688713,[39.67425617  8.58721622],[38.92985781  6.27893114],[40.49347335 12.54223506],"[array([[31.58387049, 40.15413254, 12.6810215 ]]), 1.6700947524928011e-07]","[0, 0.0012325800501326002]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[6.42259328e-01 1.63226233e+01 2.66760702e+01 7.16434910e+05
 1.10256933e-04]",20,4,Newsvendor_BICO_RESULTS
49,[38.14455748],True,0.0,0.0,0.6180040219726741,[39.71172094  8.62105191],[39.09456534  5.98663132],[40.41512821 12.46324393],"[array([[31.66408901, 40.12729351, 13.41992203]]), 1.8700706428509406e-05]","[0, 5.762965321930546e-05]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[6.42300251e-01 1.63227603e+01 2.66766153e+01 7.16434910e+05
 1.10260103e-04]",20,4,Newsvendor_BICO_RESULTS
50,[38.15836971],True,0.0,0.0,0.618092155841871,[39.73741142  8.48642846],[38.83596858  6.04405204],[40.44541649 12.00737096],"[array([[31.85813738, 39.96401158, 13.1207663 ]]), 3.3972726931619235e-07]","[0, 0.0005022293675804035]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[6.42267774e-01 1.63226220e+01 2.66762129e+01 7.16434910e+05
 1.10255917e-04]",20,4,Newsvendor_BICO_RESULTS
51,[38.15540953],False,0.0,0.0,0.6180733584345129,[39.73198552  8.5845924 ],[39.05384804  5.97719072],[40.4006714  11.99813653],"[array([[37.6107324 , 41.2652918 , 16.28327938]]), 2.451625676014313e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[6.42266749e-01 1.63226208e+01 2.66762026e+01 7.16434910e+05
 1.10255685e-04]",20,4,Newsvendor_BICO_RESULTS
52,[38.13162601],True,0.0,0.0,0.617920533573898,[39.69414537  8.73188596],[39.05008494  6.19515459],[40.4687204  11.53119503],"[array([[31.34986293, 40.07174235, 13.85867698]]), 8.79032932099566e-06]","[0, 0.0002475041573220038]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[6.45977457e-01 1.65572869e+01 2.68649316e+01 7.16434910e+05
 1.35351956e-04]",20,4,Newsvendor_BICO_RESULTS
53,[38.11757492],False,0.0,0.0,0.6178287332939838,[39.66785836  8.13273185],[38.9698276   6.00212322],[40.30938007 11.33791707],"[array([[38.17579503, 39.56279582, 12.42766351]]), 5.471720883054587e-07]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[6.45978059e-01 1.65572941e+01 2.68649490e+01 7.16434910e+05
 1.35352101e-04]",20,4,Newsvendor_BICO_RESULTS
54,[38.1543715],False,0.0,0.0,0.6180667550784302,[39.69836359  8.35779596],[39.02470915  6.05972771],[40.43721297 12.52432732],"[array([[31.41315452, 40.13896962, 13.82604392]]), 5.764644317451939e-11]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[6.38429677e-01 1.63945371e+01 2.64220492e+01 7.16434910e+05
 1.25918828e-04]",20,4,Newsvendor_BICO_RESULTS
55,[38.2733011],True,0.0,0.0,0.6187836560818412,[39.68414755  8.31562675],[39.11228103  6.13044089],[40.43067504 12.49992752],"[array([[44.41539129, 39.769922  ,  8.80027095]]), 2.7887639566515077e-06]","[0, 0.00033108590354744336]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[6.28178873e-01 1.62791054e+01 2.60078562e+01 7.16434910e+05
 1.27981552e-04]",20,4,Newsvendor_BICO_RESULTS
56,[38.22141177],True,0.0,0.0,0.6184807689623074,[39.58698538  8.9870294 ],[38.90084821  6.53495319],[40.38759204 12.25405535],"[array([[44.11921333, 39.12746466,  7.40716291]]), 2.469047188924378e-11]","[0, 4.0590049616390236e-05]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[6.28191841e-01 1.62791635e+01 2.60082464e+01 7.16434910e+05
 1.27987575e-04]",20,4,Newsvendor_BICO_RESULTS
57,[38.15802874],True,0.0,0.0,0.618089993215419,[39.46820101  8.7445477 ],[38.81569749  6.17940159],[40.12257384 11.5678877 ],"[array([[44.28038473, 39.00230659, 10.5810234 ]]), 3.072950774685168e-05]","[0, 0.00013381572712990454]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[6.28190041e-01 1.62791515e+01 2.60082495e+01 7.16434910e+05
 1.27987142e-04]",20,4,Newsvendor_BICO_RESULTS
58,[38.18744546],True,0.0,0.0,0.6182741813434742,[39.5235011   8.43151609],[38.92910928  6.08621994],[40.16624619 11.04513676],"[array([[38.06036236, 40.06547335,  5.85290491]]), 1.3046711160313862e-06]","[0, 0.00039765290201795536]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[6.28190135e-01 1.62791519e+01 2.60082513e+01 7.16434910e+05
 1.27987176e-04]",20,4,Newsvendor_BICO_RESULTS
59,[38.10301737],True,0.6177324601801226,0.6177324601801226,-0.8397554001295852,[39.36412517  8.1887481 ],[38.69469204  5.81799306],[40.02220521 11.29554383],"[array([[38.08098951, 19.28381599, 11.75175436]]), 1.6007947095664221e-06]","[0, 8.425576158714532e-05]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[6.28190112e-01 1.62791518e+01 2.60082509e+01 7.16434910e+05
 1.27987168e-04]",20,4,Newsvendor_BICO_RESULTS
