,X_r,Decision,best_r_quality,top_quality,OC,mean_input,P5_input,P95_input,KG,DL,HP_names,HP_vars,fp,file_number,results_name
10,[37.27572122],True,0.0,0.0,0.6104476303316678,[40.55969968 11.0417218 ],[39.57086647  6.54333678],[41.59289538 17.12122085],"[array([[19.07030232, 43.04434486, 10.87961498]]), 1.6081995568739682e-05]","[0, 0.00020699925847392496]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.71828001e+00 5.08494772e+01 6.56507758e+01 1.90833152e+05
 1.67929066e-03]",20,10,Newsvendor_BICO_RESULTS
11,[37.13083213],True,0.0,0.0,0.608819637177702,[40.34050051  9.95521679],[39.40555692  6.24833931],[41.2537844  16.51976126],"[array([[18.94624761, 42.73482652, 10.2147829 ]]), 4.434660219737596e-05]","[0, 7.586877232694411e-05]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.71825111e+00 5.08493878e+01 6.56506142e+01 1.90833152e+05
 1.67929561e-03]",20,10,Newsvendor_BICO_RESULTS
12,[37.26709864],True,0.0,0.0,0.6103534248982643,[40.54621154  9.3823967 ],[39.56499905  6.16007786],[41.44569355 13.63172806],"[array([[18.83253782, 43.03450884, 10.04537283]]), 0.00016254060214593302]","[0, 0.00036732503825264774]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.71824205e+00 5.08506975e+01 6.56487330e+01 1.03569210e+06
 1.67929934e-03]",20,10,Newsvendor_BICO_RESULTS
13,[37.27053942],False,0.0,0.0,0.6103910586248811,[40.55141904  9.3112938 ],[39.47860464  5.77667321],[41.44073169 14.34987991],"[array([[18.94567597, 43.04280501, 11.30697115]]), 0.00013865661219181202]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.71815891e+00 5.08492031e+01 6.56494283e+01 1.03569210e+06
 1.67929117e-03]",20,10,Newsvendor_BICO_RESULTS
14,[37.3741868],False,0.0,0.0,0.6114988641349107,[40.51511477  8.96314156],[39.63233677  6.03535932],[41.55560552 13.65723103],"[array([[55.40490398, 42.23464189,  9.48746731]]), 6.011563154867394e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.62997425e+00 5.01594296e+01 6.50334275e+01 1.03569210e+06
 1.44051109e-03]",20,10,Newsvendor_BICO_RESULTS
15,[37.43642103],True,0.0,0.0,0.6121396354807006,[40.36569322  8.967382  ],[39.53319756  5.01462194],[41.15909112 13.90573029],"[array([[37.84307295, 42.58846441,  7.33612211]]), 4.4492010559671336e-06]","[0, 0.0002480695427086571]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.40234853e+00 4.92802746e+01 6.21822076e+01 1.03569210e+06
 1.27265286e-03]",20,10,Newsvendor_BICO_RESULTS
16,[37.55029788],True,0.0,0.0,0.6132637788960481,[40.5341334   8.17845146],[39.59223174  5.36582877],[41.53459154 11.68360937],"[array([[20.60806565, 42.49691979,  6.04981339]]), 5.180316588471179e-06]","[0, 0.00017251834243276254]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.40271019e+00 4.92811684e+01 6.21872077e+01 1.03569210e+06
 1.27267505e-03]",20,10,Newsvendor_BICO_RESULTS
17,[37.54230396],True,0.0,0.0,0.6131869379157828,[40.52203173  8.61704767],[39.6750558   5.27643741],[41.45983528 12.61913477],"[array([[19.57480196, 42.64159466,  6.3824044 ]]), 2.269562341949971e-06]","[0, 0.00024397856741556478]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.40294226e+00 4.92818491e+01 6.21908682e+01 1.03569210e+06
 1.27269570e-03]",20,10,Newsvendor_BICO_RESULTS
18,[37.35167832],True,0.0,0.0,0.6112625598058832,[40.24045403  9.48610382],[39.28922832  6.02615051],[41.1317389  14.80482502],"[array([[19.19599363, 42.04879163,  7.96024952]]), 1.7276064532445456e-05]","[0, 0.00016786466897845964]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.40310652e+00 4.92821974e+01 6.21935464e+01 1.03569210e+06
 1.27270836e-03]",20,10,Newsvendor_BICO_RESULTS
19,[37.32694342],True,0.0,0.0,0.6110001379870779,[40.20365722  9.33471883],[39.45671084  6.36405576],[41.13435719 13.61577327],"[array([[19.68786324, 41.92293325,  9.01895897]]), 7.691699554013276e-05]","[0, 0.00029799502553498944]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.40322433e+00 4.92824059e+01 6.21955148e+01 1.03569210e+06
 1.27271701e-03]",20,10,Newsvendor_BICO_RESULTS
20,[37.27103384],False,0.0,0.0,0.6103964620241676,[40.12060859  8.53866829],[39.35630257  6.08082112],[40.86021943 11.66023694],"[array([[19.53640813, 41.75470706,  6.65759163]]), 7.716280307840107e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.40330984e+00 4.92825337e+01 6.21969653e+01 1.03569210e+06
 1.27272298e-03]",20,10,Newsvendor_BICO_RESULTS
21,[37.30322984],True,0.0,0.0,0.6107458634588605,[40.13571073  9.18480922],[39.20737596  6.26273211],[41.32134443 13.67089033],"[array([[37.53505782, 14.70588219, 10.43609587]]), 1.7885842426290655e-05]","[0, 0.00035509254730073993]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.32197670e+00 4.87227527e+01 6.13111137e+01 1.03569210e+06
 1.10983662e-03]",20,10,Newsvendor_BICO_RESULTS
22,[37.32388571],True,0.0,0.0,0.6109674994957169,[40.16590603  9.09954158],[39.2274714   5.53683039],[41.05403939 13.11111123],"[array([[37.39947169, 13.6327167 , 33.38449516]]), 1.708555361357167e-06]","[0, 2.4501653843349012e-05]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.32153825e+00 4.87217009e+01 6.13062743e+01 1.02926574e+06
 1.10982076e-03]",20,10,Newsvendor_BICO_RESULTS
23,[37.44489064],True,0.0,0.0,0.612225408348621,[40.34335966  8.73056042],[39.77035155  5.64222859],[41.04314184 12.4543571 ],"[array([[54.91541271, 39.90986351,  9.9837216 ]]), 1.2552582880853702e-05]","[0, 0.00032587202471729304]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.32228567e+00 4.87235683e+01 6.13154959e+01 1.02926574e+06
 1.10985877e-03]",20,10,Newsvendor_BICO_RESULTS
24,[37.44733376],True,0.0,0.0,0.6122500867635703,[40.34734455  9.23557805],[39.5296167   6.14227069],[41.07641083 13.44528483],"[array([[37.82120629, 13.60323762, 16.80945359]]), 2.7025869372143685e-05]","[0, 0.0004864145311795559]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.32274914e+00 4.87248498e+01 6.13225901e+01 1.02926574e+06
 1.10989755e-03]",20,10,Newsvendor_BICO_RESULTS
25,[37.385279],True,0.0,0.0,0.611614422903943,[40.25597771  8.94520277],[39.44802957  5.80700116],[41.00563219 14.93677388],"[array([[53.62285483, 38.4654846 , 10.5114348 ]]), 1.1442012749385277e-05]","[0, 0.00013962434424743487]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.32302019e+00 4.87257163e+01 6.13276081e+01 1.02926574e+06
 1.10993136e-03]",20,10,Newsvendor_BICO_RESULTS
26,[37.52898131],False,0.0,0.0,0.6130581729107908,[40.46735402  9.920036  ],[39.70980963  6.85527868],[41.35136111 13.7416396 ],"[array([[37.39240653, 40.68636272, 12.69177701]]), 3.299548321289425e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.32316739e+00 4.87259841e+01 6.13308326e+01 1.02926574e+06
 1.10995018e-03]",20,10,Newsvendor_BICO_RESULTS
27,[37.90306737],False,0.0,0.0,0.6163306731044134,[40.51085445 10.41877729],[39.61783845  6.89020554],[41.27294333 15.26448489],"[array([[68.80669662, 40.34616217, 23.97814708]]), 0.0002245196209702538]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[6.52341213e-01 3.03359647e+01 2.55765971e+01 1.93513925e+02
 1.00012298e-04]",20,10,Newsvendor_BICO_RESULTS
28,[36.99316086],False,0.0,0.0,0.607186471559345,[40.41988504  9.80520721],[39.63327913  6.30569977],[41.33815488 14.24916898],"[array([[25.82226329, 40.22840372, 17.95963892]]), 7.4592031879539e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.52714358e-01 2.91280123e+01 2.75510413e+01 5.62324522e+02
 2.31096291e-04]",20,10,Newsvendor_BICO_RESULTS
29,[38.97661999],True,0.0,0.0,0.62136741661351,[40.37936136  9.80738052],[39.50430635  6.59481346],[41.16228352 14.48063675],"[array([[47.79004003, 39.18395968, 16.03394979]]), 3.0108154409513865e-05]","[0, 0.0005285129171779668]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.44572111e-01 2.33788771e+01 3.68988686e+01 9.49065403e+05
 2.69949245e-04]",20,10,Newsvendor_BICO_RESULTS
30,[39.01310768],False,0.0,0.0,0.6214155645907332,[40.48265125  9.30661133],[39.78548055  6.1386511 ],[41.07514765 12.8068419 ],"[array([[48.03299895, 39.4846781 , 13.76986771]]), 0.0001751657485006275]","[0, 5.180781733147288e-06]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.44487192e-01 2.33784380e+01 3.68978179e+01 9.49065403e+05
 2.69939095e-04]",20,10,Newsvendor_BICO_RESULTS
31,[37.64140374],True,0.0,0.0,0.6141170233299416,[40.51961814  9.80199914],[39.8512405   6.03779394],[41.37607245 14.30078859],"[array([[26.95309373, 43.0413142 , 13.8438231 ]]), 1.0134315628906876e-05]","[0, 8.826280218505733e-05]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.38902108e-01 2.85650500e+01 3.45587575e+01 9.49065403e+05
 5.78929271e-04]",20,10,Newsvendor_BICO_RESULTS
32,[37.63856059],True,0.0,0.0,0.6140910259680258,[40.51301788  9.57618923],[39.75811301  6.40950035],[41.23227178 13.42696928],"[array([[37.35561098, 46.79176728,  8.60410358]]), 3.8545356121688634e-05]","[0, 0.0002261612335996499]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.39133394e-01 2.85636661e+01 3.45650010e+01 9.49065403e+05
 5.78839370e-04]",20,10,Newsvendor_BICO_RESULTS
33,[37.5922705],True,0.0,0.0,0.6136620322336807,[40.41944065  9.23770621],[39.53110825  6.39310923],[41.24665402 13.29641912],"[array([[37.97272045, 46.93684778, 11.28836091]]), 3.820056686465456e-05]","[0, 0.00010747011414501406]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.38895647e-01 2.85652810e+01 3.45584082e+01 6.55418891e+05
 5.78941069e-04]",20,10,Newsvendor_BICO_RESULTS
34,[37.64217965],False,0.0,0.0,0.6141241111715282,[40.52041672  8.83341376],[39.58730718  5.89509703],[41.19984528 12.12149762],"[array([[27.09163918, 43.11987246, 12.13813961]]), 4.879557790282707e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.39129462e-01 2.85636961e+01 3.45648916e+01 6.55418891e+05
 5.78841267e-04]",20,10,Newsvendor_BICO_RESULTS
35,[38.57721503],True,0.0,0.0,0.620294912584711,[40.39994461  8.93707533],[39.56508348  6.16619325],[41.24819376 12.81399681],"[array([[48.14006661, 38.53371027, 13.77867629]]), 9.39609719963208e-06]","[0, 0.0004672233759334332]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.86090767e-01 2.50067312e+01 3.75955568e+01 6.55418891e+05
 4.66004145e-04]",20,10,Newsvendor_BICO_RESULTS
36,[38.66438129],True,0.0,0.0,0.6206130838173659,[40.5881884   8.93560782],[39.68619109  6.06161439],[41.2005547  12.05116508],"[array([[38.88003478, 23.79086233,  6.19788087]]), 3.673903406764545e-05]","[0, 0.000133248250471647]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.86091519e-01 2.50067113e+01 3.75954488e+01 6.55418891e+05
 4.66002862e-04]",20,10,Newsvendor_BICO_RESULTS
37,[38.66112361],True,0.0,0.0,0.6206020272793596,[40.58102676  8.81920564],[39.8714453  6.2621403],[41.30230156 12.67323127],"[array([[38.57282907, 22.76141474, 13.10086048]]), 1.4962565614395906e-05]","[0, 0.00020854578803048419]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.86091538e-01 2.50067113e+01 3.75954491e+01 6.55418891e+05
 4.66002855e-04]",20,10,Newsvendor_BICO_RESULTS
38,[38.75925296],False,0.0,0.0,0.6209064451860486,[40.7931463   9.93137377],[40.0088208   6.83314508],[41.58186884 14.03352896],"[array([[27.72703322, 43.61066272, 18.19843232]]), 0.0001365772653468822]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.86091538e-01 2.50067113e+01 3.75954491e+01 6.55418891e+05
 4.66002855e-04]",20,10,Newsvendor_BICO_RESULTS
39,[39.04709456],True,0.0,0.0,0.6214528115116539,[40.75493883 10.04535605],[39.83045946  7.29936666],[41.46530633 13.42031076],"[array([[48.4127635 , 39.64180128, 14.79856829]]), 5.5666014483590764e-05]","[0, 0.0003989897839992451]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.00200188e+00 2.41165241e+01 3.83106793e+01 6.55418891e+05
 4.09382640e-04]",20,10,Newsvendor_BICO_RESULTS
40,[38.89492937],True,0.0,0.0,0.6212290344728542,[40.43127454 11.07755374],[39.64349773  7.60286388],[41.43684572 16.88169421],"[array([[39.30879064, 24.90775297,  8.9206779 ]]), 8.710660378508095e-05]","[0, 0.0009744049877958682]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.00197435e+00 2.41164960e+01 3.83100459e+01 8.27455228e+05
 4.09384848e-04]",20,10,Newsvendor_BICO_RESULTS
41,[38.91498298],False,0.0,0.0,0.6212669124483441,[40.4737772  11.58008633],[39.70188747  8.12400861],[41.28047988 16.12557575],"[array([[48.64007239, 38.71568415, 17.84235805]]), 9.429155172147041e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.00199199e+00 2.41164861e+01 3.83104325e+01 8.27455228e+05
 4.09382763e-04]",20,10,Newsvendor_BICO_RESULTS
42,[37.6331487],True,0.0,0.0,0.6140414275842914,[40.43394842 11.23691577],[39.70924436  7.91968868],[41.16924975 15.44899494],"[array([[38.22515015, 41.32150127, 10.77924542]]), 6.823332323602216e-06]","[0, 0.0005973928612135526]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.10837034e+00 3.45388224e+01 4.01085450e+01 8.27455228e+05
 1.14182758e-03]",20,10,Newsvendor_BICO_RESULTS
43,[37.64035879],False,0.0,0.0,0.6141074729905184,[40.44548438 10.46227051],[39.53222586  7.8646777 ],[41.22957789 14.58078179],"[array([[51.62488565, 40.5557771 , 13.21224222]]), 9.073510669477258e-07]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.11025514e+00 3.45642842e+01 4.01660405e+01 8.27455228e+05
 1.14394680e-03]",20,10,Newsvendor_BICO_RESULTS
44,[37.61802428],True,0.0,0.0,0.6139020358046136,[40.40834683 10.89204779],[39.81373781  7.8918826 ],[41.09791306 15.48739084],"[array([[37.99028276, 41.71837516,  6.71585108]]), 7.387317835561014e-06]","[0, 0.0007803036673362229]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.01438819e+00 3.24724134e+01 3.70001297e+01 8.27455228e+05
 9.07074151e-04]",20,10,Newsvendor_BICO_RESULTS
45,[37.65157702],False,0.0,0.0,0.614209713809533,[40.46121247 10.24478821],[39.73998197  7.21771083],[41.1639486  14.67621399],"[array([[37.79649369, 40.24440657, 13.59346275]]), 3.938606874642758e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.01439906e+00 3.24725150e+01 3.70002630e+01 8.27455228e+05
 9.07079185e-04]",20,10,Newsvendor_BICO_RESULTS
46,[38.39032295],False,0.0,0.0,0.61945870974708,[40.39906845 10.5247782 ],[39.58016258  7.44386926],[41.1919305  13.81425249],"[array([[38.67423865, 40.74441926, 11.68478621]]), 8.135867496261717e-06]","[0, 6.7882370440963676e-06]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.08287830e-01 2.37382078e+01 3.57107194e+01 8.27455228e+05
 6.04536613e-04]",20,10,Newsvendor_BICO_RESULTS
47,[38.62180119],False,0.0,0.0,0.6204634726824446,[40.513224   10.67115146],[39.80991534  7.682801  ],[41.27444228 14.15784577],"[array([[39.04838637, 45.70583273, 15.39826563]]), 0.0003248600350778119]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[5.26584478e-01 1.74516492e+01 1.85054537e+01 2.80312309e+03
 1.00000000e-04]",20,10,Newsvendor_BICO_RESULTS
48,[38.1376485],True,0.0,0.0,0.6180033061297969,[40.42505336 10.50545452],[39.7940664   7.30600297],[41.0971677  14.35069549],"[array([[31.36165135, 37.94061154, 12.35844634]]), 0.00010710266681335234]","[0, 0.0016056788120039967]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.28882224e-01 1.87006678e+01 3.64228305e+01 2.05210515e+02
 2.06143241e-04]",20,10,Newsvendor_BICO_RESULTS
49,[38.21613129],True,0.0,0.0,0.6184946212560732,[40.57287267 10.53358195],[39.76162862  7.11486057],[41.37343676 14.42321808],"[array([[37.903825  , 34.56908871, 15.02489541]]), 6.86523213393464e-05]","[0, 0.0004900845006772959]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.28882961e-01 1.87006687e+01 3.64228305e+01 2.05210967e+02
 2.06143928e-04]",20,10,Newsvendor_BICO_RESULTS
50,[38.18387497],True,0.0,0.0,0.618296923475246,[40.51150077 10.63459141],[39.81340532  7.84938474],[41.22638434 14.71180152],"[array([[31.65505022, 38.0130216 , 12.50569137]]), 6.203603394416835e-05]","[0, 0.000736021210271508]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.28884082e-01 1.87006743e+01 3.64228726e+01 2.05211811e+02
 2.06144576e-04]",20,10,Newsvendor_BICO_RESULTS
51,[38.15808137],True,0.0,0.0,0.6181345799204653,[40.46457532 10.37514456],[39.51670055  7.24486405],[41.17331834 14.7086041 ],"[array([[31.52614019, 37.91240328, 12.42252375]]), 0.0002097150933683123]","[0, 0.0004508209692793841]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.28882180e-01 1.87006624e+01 3.64228003e+01 2.05210907e+02
 2.06144074e-04]",20,10,Newsvendor_BICO_RESULTS
52,[38.11248485],True,0.0,0.0,0.6178384329044303,[40.37960211 10.16293165],[39.75081758  7.59503891],[40.95807204 14.67450186],"[array([[31.27125471, 37.80854398, 12.30729906]]), 2.2649814806929847e-05]","[0, 0.0009807335827910402]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.28882584e-01 1.87006665e+01 3.64228043e+01 2.05211193e+02
 2.06144112e-04]",20,10,Newsvendor_BICO_RESULTS
53,[38.09779514],True,0.0,0.0,0.6177405505249949,[40.35283586  9.96301102],[39.69151923  7.37831719],[41.01094993 13.70070053],"[array([[31.08485356, 37.77392871, 12.16553737]]), 3.895535819209428e-05]","[0, 0.001022305301436336]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.28882280e-01 1.87006651e+01 3.64228018e+01 2.05210928e+02
 2.06144030e-04]",20,10,Newsvendor_BICO_RESULTS
54,[38.15149297],True,0.0,0.0,0.6180925081700638,[40.4543766 10.0347848],[39.78102721  6.85831531],[41.36216907 13.50369599],"[array([[31.3497    , 37.87515733, 12.24446656]]), 9.811585869712314e-05]","[0, 0.00021923446862257223]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.28882652e-01 1.87006654e+01 3.64228201e+01 2.05210830e+02
 2.06144116e-04]",20,10,Newsvendor_BICO_RESULTS
55,[38.09552775],True,0.0,0.0,0.6177253356901695,[40.34706139 10.22059713],[39.59486128  7.51393015],[41.02140627 13.38025333],"[array([[31.36219921, 37.74065553, 12.4434257 ]]), 6.000431351271818e-05]","[0, 0.0007703565832467563]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.28880872e-01 1.87006483e+01 3.64227030e+01 2.05212125e+02
 2.06143380e-04]",20,10,Newsvendor_BICO_RESULTS
56,[38.06374876],True,0.0,0.0,0.6175091035584117,[40.28779355  9.98653907],[39.75953403  6.93759875],[40.88812293 14.23409697],"[array([[31.21516123, 37.63690832, 12.37574519]]), 0.0004333692452825888]","[0, 0.0011043722107527908]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.28882789e-01 1.87006678e+01 3.64228003e+01 2.05211141e+02
 2.06143710e-04]",20,10,Newsvendor_BICO_RESULTS
57,[38.10478852],True,0.0,0.0,0.6177872982646255,[40.36696532  9.80912404],[39.60581965  6.88065854],[40.92426544 13.15101601],"[array([[31.16569368, 37.74559608, 12.19398089]]), 5.5123695067438305e-05]","[0, 0.0010310752240518927]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.28881022e-01 1.87006637e+01 3.64228241e+01 2.05210784e+02
 2.06143541e-04]",20,10,Newsvendor_BICO_RESULTS
58,[38.1117598],True,0.0,0.0,0.6178336295100086,[40.38020779  9.81906515],[39.65481527  7.03470479],[41.08495042 13.4484146 ],"[array([[31.09468802, 37.78617208, 12.1172714 ]]), 6.459306523987074e-06]","[0, 0.0005587898621893129]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.28882294e-01 1.87006619e+01 3.64228042e+01 2.05210808e+02
 2.06143972e-04]",20,10,Newsvendor_BICO_RESULTS
59,[38.14880223],True,0.0,0.0,0.6180752551652063,[40.44822278 10.18487613],[39.88979951  7.42168851],[40.97727125 13.19024061],"[array([[31.27746651, 37.92500361, 12.21369339]]), 4.679364994908397e-05]","[0, 0.00026906939343297796]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.28882442e-01 1.87006652e+01 3.64228439e+01 2.05210194e+02
 2.06144231e-04]",20,10,Newsvendor_BICO_RESULTS
60,[38.10313463],True,0.0,0.0,0.6177762672856247,[40.36405768  9.7712146 ],[39.65445566  7.62135169],[40.92223516 12.81132272],"[array([[31.01049541, 37.76977155, 12.0671376 ]]), 1.942358345696782e-05]","[0, 0.0006719484606828852]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.28881687e-01 1.87006609e+01 3.64227501e+01 2.05211199e+02
 2.06144069e-04]",20,10,Newsvendor_BICO_RESULTS
