,X_r,Decision,best_r_quality,top_quality,OC,mean_input,P5_input,P95_input,KG,DL,HP_names,HP_vars,fp,file_number,results_name
10,[36.30735207],True,0.0,0.0,0.5979129510840622,[39.19833857  9.72842807],[38.32595112  5.967961  ],[40.15037885 15.58460716],"[array([[49.61397229, 38.83789414,  5.77415837]]), 6.98808122562844e-05]","[0, 0.0008789777508857211]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.07249986e+00 3.14289247e+01 4.11031779e+01 5.47976477e+05
 1.20182502e-03]",20,1,Newsvendor_BICO_RESULTS
11,[36.19120688],False,0.0,0.0,0.5961744249423919,[39.09960689  9.65629926],[38.25598875  5.45181061],[40.01485529 15.43084749],"[array([[49.47230753, 38.44717603,  5.0331441 ]]), 0.00011443584610393298]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.07250102e+00 3.14289307e+01 4.11031758e+01 5.47976477e+05
 1.20182566e-03]",20,1,Newsvendor_BICO_RESULTS
12,[36.02836195],False,0.0,0.0,0.5936638371709348,[39.12417103  9.6617098 ],[38.09780345  5.93994953],[40.09142986 17.41365777],"[array([[ 2.38639607, 43.99250339, 28.02654986]]), 7.13568897793837e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.49814502e+00 4.30058861e+01 2.56510586e+01 2.57425026e+02
 1.00000000e-04]",20,1,Newsvendor_BICO_RESULTS
13,[36.67352879],True,0.0,0.0,0.6030857088053628,[39.17035194  8.87890067],[38.26243655  5.34889598],[40.1087877  14.91150396],"[array([[37.31866086, 39.73178841, 35.20969617]]), 9.88300825466304e-05]","[0, 0.00032174763602562664]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.21480717e+00 4.22335469e+01 2.31438389e+01 1.98075111e+02
 1.00000000e-04]",20,1,Newsvendor_BICO_RESULTS
14,[36.55208528],False,0.0,0.0,0.6014242915440036,[39.24280849  9.53988409],[38.43897806  5.84440618],[40.18719178 14.33949147],"[array([[26.9995391 , 36.76886899,  5.85472099]]), 5.505859120558121e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.07511088e+00 3.08478776e+01 4.39197442e+01 5.52077771e+05
 1.26458440e-03]",20,1,Newsvendor_BICO_RESULTS
15,[36.80212126],False,0.0,0.0,0.6047831612304418,[39.29347889  9.04146437],[38.35901242  5.52323882],[40.36023064 14.70832059],"[array([[28.02665729, 38.85247049, 31.41000559]]), 0.00014957636078627434]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.31861640e-01 1.87487134e+01 3.79737779e+01 3.48449178e+05
 1.00000000e-04]",20,1,Newsvendor_BICO_RESULTS
16,[36.6624759],True,0.0,0.0,0.6029368053096644,[39.17339728  9.50353616],[38.22760574  6.07623561],[40.10287749 13.77826388],"[array([[36.96394636, 38.51949786, 18.50859635]]), 5.0030079114415926e-05]","[0, 0.000382998490201607]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.33421406e-01 1.88142389e+01 3.79502888e+01 8.46116650e+05
 1.00000000e-04]",20,1,Newsvendor_BICO_RESULTS
17,[36.72575256],False,0.0,0.0,0.6037828855426404,[39.23548049  8.61037142],[38.44073724  5.13904411],[40.03687446 14.66676068],"[array([[36.93053682, 38.7478376 , 11.90896867]]), 2.9182478185063587e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[9.33444400e-01 1.88138974e+01 3.79516115e+01 1.11790593e+06
 1.00000000e-04]",20,1,Newsvendor_BICO_RESULTS
18,[36.47109815],False,0.0,0.0,0.6002859484480785,[39.25202413  8.44859767],[38.26441167  5.45373176],[40.10406274 12.62634362],"[array([[68.14412317, 42.61362617, 15.336654  ]]), 1.814995939919406e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[8.57795169e-01 2.67097967e+01 3.83215906e+01 1.11790593e+06
 1.43012238e-03]",20,1,Newsvendor_BICO_RESULTS
19,[36.48571498],True,0.0,0.0,0.600493163554148,[39.21152259  8.63539558],[38.23333257  5.46680816],[40.2734306  13.90876558],"[array([[47.7540265 , 40.31339911, 13.38947728]]), 4.359295872879976e-05]","[0, 0.0005870992749850012]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[8.60261664e-01 2.69748233e+01 3.84315993e+01 1.11790593e+06
 1.37777157e-03]",20,1,Newsvendor_BICO_RESULTS
20,[36.64925521],True,0.0,0.0,0.6027580816343536,[39.44062375 11.0537412 ],[38.55993084  6.97392965],[40.42481976 18.39128385],"[array([[48.82900442, 42.18003195, 17.54686617]]), 2.0928440921164082e-05]","[0, 0.0006160899664307029]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[8.60258355e-01 2.69748289e+01 3.84314181e+01 1.11790593e+06
 1.37776739e-03]",20,1,Newsvendor_BICO_RESULTS
21,[36.61807744],True,0.0,0.0,0.6023339746931563,[39.39716052 10.69181826],[38.48276694  6.88401158],[40.47020595 16.3953726 ],"[array([[48.32958031, 41.54943037, 17.53888627]]), 0.00011063765998864383]","[0, 0.0012830966289471967]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[8.60258337e-01 2.69748285e+01 3.84314184e+01 1.11790593e+06
 1.37776738e-03]",20,1,Newsvendor_BICO_RESULTS
22,[36.67140641],True,0.0,0.0,0.603057152198588,[39.47210841 10.53081497],[38.48809908  6.87702269],[40.34267671 15.10763956],"[array([[48.85837663, 42.33852691, 16.43732736]]), 2.0432628569877487e-05]","[0, 0.0010820333572751216]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[8.60258337e-01 2.69748285e+01 3.84314184e+01 1.11790593e+06
 1.37776738e-03]",20,1,Newsvendor_BICO_RESULTS
23,[36.65119779],True,0.0,0.0,0.6027843847347908,[39.44318568  9.80889914],[38.70085885  6.44436112],[40.26773599 15.28484811],"[array([[36.5108723 , 41.83352168,  4.89755657]]), 4.0681625494976e-06]","[0, 0.0005498125973711299]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[8.60258337e-01 2.69748285e+01 3.84314184e+01 1.11790593e+06
 1.37776738e-03]",20,1,Newsvendor_BICO_RESULTS
24,[36.61123713],False,0.0,0.0,0.6022404360911899,[39.3876016  10.15791884],[38.53020831  5.80638919],[40.51465652 16.78718901],"[array([[48.1849928 , 41.36498188, 11.36583856]]), 0.00010519962633759317]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[8.60258337e-01 2.69748285e+01 3.84314184e+01 1.11790593e+06
 1.37776738e-03]",20,1,Newsvendor_BICO_RESULTS
25,[36.90626749],True,0.0,0.0,0.6061094345756417,[39.48162376 10.16982044],[38.52264392  6.3222883 ],[40.33581956 14.77848253],"[array([[28.2325819 , 41.16276659,  7.84499216]]), 4.77474221249885e-06]","[0, 5.292149106577604e-05]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[8.33645134e-01 2.67575592e+01 3.73193495e+01 1.11790593e+06
 1.39655520e-03]",20,1,Newsvendor_BICO_RESULTS
26,[37.00455487],False,0.0,0.0,0.6073198834540309,[39.61810187  9.42473956],[38.87764601  6.30541224],[40.45923039 13.80201961],"[array([[37.48630146, 41.49080957, 15.41380795]]), 3.04634424671546e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[8.33648842e-01 2.67576639e+01 3.73192876e+01 1.11790593e+06
 1.39656212e-03]",20,1,Newsvendor_BICO_RESULTS
27,[36.96317488],True,0.0,0.0,0.6068151862762896,[39.52963915  9.29252281],[38.79968482  6.23630305],[40.32633642 13.2689956 ],"[array([[37.01887233, 45.49817582,  7.86843883]]), 4.277592186463508e-06]","[0, 0.0017120278947863454]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[8.03832898e-01 2.59626829e+01 3.62986491e+01 1.11790593e+06
 1.22245031e-03]",20,1,Newsvendor_BICO_RESULTS
28,[36.97746904],False,0.0,0.0,0.6069903485589963,[39.55069398  9.53153005],[38.71591975  6.5740685 ],[40.48360424 13.99611517],"[array([[36.78160517, 41.09374777, 16.85647374]]), 1.5861357111623953e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[8.03833279e-01 2.59626898e+01 3.62986585e+01 1.11790593e+06
 1.22244992e-03]",20,1,Newsvendor_BICO_RESULTS
29,[36.94031748],True,0.0,0.0,0.6065333281988483,[39.46597777  9.11352458],[38.62465741  5.94167516],[40.36531975 12.92419198],"[array([[ 9.73953153, 38.05188683, 33.79279221]]), 5.069155969428252e-06]","[0, 0.0007958241255278164]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.91701996e-01 2.55509977e+01 3.58257151e+01 1.11790593e+06
 1.09537153e-03]",20,1,Newsvendor_BICO_RESULTS
30,[36.97440856],False,0.0,0.0,0.6069529169406227,[39.51705547  9.75822191],[38.57744217  6.67330727],[40.36667945 14.11636031],"[array([[ 9.57825056, 37.62165822, 32.56261609]]), 0.0002022314098164557]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.91703775e-01 2.55509759e+01 3.58258004e+01 1.11790593e+06
 1.09537167e-03]",20,1,Newsvendor_BICO_RESULTS
31,[37.25410247],True,0.0,0.0,0.6102053243406762,[39.41682272 10.17170829],[38.56044483  6.94498102],[40.25388769 15.14837608],"[array([[27.95837168, 40.65349686, 14.83142412]]), 8.497147881303402e-05]","[0, 0.0014427030625273696]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.78498390e-01 2.41800700e+01 3.66663980e+01 1.11790593e+06
 1.07155860e-03]",20,1,Newsvendor_BICO_RESULTS
32,[37.29445396],True,0.0,0.0,0.6106455733071293,[39.4741999   9.62668841],[38.76000362  6.2677994 ],[40.21508861 13.38071398],"[array([[37.21384819, 42.16267855,  9.27892912]]), 2.2319719005237104e-06]","[0, 7.418024910542887e-05]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.78490186e-01 2.41801765e+01 3.66661657e+01 1.11790593e+06
 1.07156978e-03]",20,1,Newsvendor_BICO_RESULTS
33,[37.21094155],False,0.0,0.0,0.6097261607196726,[39.35321752  9.04284638],[38.64507192  6.08125098],[39.94829484 12.89661458],"[array([[37.12031572, 40.52993842,  7.07521441]]), 1.800977058596942e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.78490378e-01 2.41801706e+01 3.66661691e+01 1.11790593e+06
 1.07156917e-03]",20,1,Newsvendor_BICO_RESULTS
34,[37.48353],False,0.0,0.0,0.6126059544315634,[39.48494577  9.03616737],[38.65339703  6.06740456],[40.24817949 12.06041425],"[array([[37.78334556, 39.51270117, 13.85485323]]), 6.332698963440464e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.72666621e-01 2.24691782e+01 3.59715224e+01 1.11790593e+06
 8.56647813e-04]",20,1,Newsvendor_BICO_RESULTS
35,[37.56606071],False,0.0,0.0,0.6134073896755475,[39.48258887  9.59855396],[38.75858345  6.49289858],[40.30643058 15.20574551],"[array([[28.96191403, 39.49257939, 18.52668333]]), 4.798311885423345e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.78864129e-01 2.17264580e+01 3.55924169e+01 1.11790593e+06
 7.12348068e-04]",20,1,Newsvendor_BICO_RESULTS
36,[37.67078722],True,0.0,0.0,0.6143756796997553,[39.40831566  8.99772218],[38.64351011  6.32149641],[40.32029407 12.24300842],"[array([[63.02262487, 37.43678921, 17.84820112]]), 6.172064814680134e-06]","[0, 0.0012042846954302688]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.82815575e-01 2.12557581e+01 3.54511925e+01 1.11790593e+06
 6.45069639e-04]",20,1,Newsvendor_BICO_RESULTS
37,[37.81405333],False,0.0,0.0,0.6156093705531226,[39.63008271  9.56390587],[38.8294401   6.35408061],[40.46240187 15.21739934],"[array([[38.25273226, 41.0149582 , 14.76323598]]), 2.729570959902894e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.82817331e-01 2.12557748e+01 3.54511759e+01 1.11790593e+06
 6.45077962e-04]",20,1,Newsvendor_BICO_RESULTS
38,[37.7624428],True,0.0,0.0,0.6151772996780597,[39.46588645  9.7493988 ],[38.70179733  6.01609775],[40.23481681 14.32203289],"[array([[62.28707213, 38.29150279, 16.16504795]]), 0.00015529133361791292]","[0, 0.00044720444563257965]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.83978144e-01 2.07958779e+01 3.48917366e+01 1.11790593e+06
 5.68515796e-04]",20,1,Newsvendor_BICO_RESULTS
39,[37.88156673],True,0.0,0.0,0.6161533733130725,[39.65354336 10.17435248],[38.82634934  7.45153811],[40.42047724 15.1041372 ],"[array([[62.4699517 , 37.99762251, 15.84809227]]), 5.26895817087869e-06]","[0, 0.0006689743005702764]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.83973837e-01 2.07959078e+01 3.48915975e+01 1.11790593e+06
 5.68516223e-04]",20,1,Newsvendor_BICO_RESULTS
40,[37.82455603],True,0.0,0.0,0.6156955839349172,[39.56477238 10.33521343],[38.70113636  7.13206204],[40.40503828 16.00232719],"[array([[62.27652871, 38.17001771, 17.75745366]]), 7.008925728502202e-05]","[0, 0.0002676838009160376]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.83973850e-01 2.07959077e+01 3.48915980e+01 1.11790593e+06
 5.68516221e-04]",20,1,Newsvendor_BICO_RESULTS
41,[37.85367816],False,0.0,0.0,0.6159315952693049,[39.61070953 10.32720111],[38.55431068  6.85127718],[40.49304846 14.85750016],"[array([[62.44691794, 38.06056818, 14.95510777]]), 3.5002393102057106e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.83973849e-01 2.07959077e+01 3.48915980e+01 1.11790593e+06
 5.68516221e-04]",20,1,Newsvendor_BICO_RESULTS
42,[37.80113591],False,0.0,0.0,0.615502544967626,[39.65393739 10.11114001],[38.7993409   7.05917522],[40.41215506 14.59379189],"[array([[38.28026524, 43.03237942,  9.92275086]]), 2.8115964013086803e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.88092058e-01 2.04676646e+01 3.48141427e+01 1.11790593e+06
 5.19828846e-04]",20,1,Newsvendor_BICO_RESULTS
43,[37.7807545],True,0.0,0.0,0.6153322041984574,[39.63244197 10.76841725],[38.98457921  7.3215399 ],[40.48642537 15.90036649],"[array([[45.66831636, 39.04694669, 15.62072544]]), 8.23806224825585e-06]","[0, 0.00025972357852206864]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.91273265e-01 2.03730924e+01 3.49630736e+01 1.11790593e+06
 4.92589822e-04]",20,1,Newsvendor_BICO_RESULTS
44,[37.93129065],False,0.0,0.0,0.6165384512908177,[39.86681635 10.55696136],[39.09642849  6.96099668],[40.73760206 14.53448132],"[array([[38.20294211, 40.66270362,  8.15731951]]), 9.7024753205055e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.91256566e-01 2.03729906e+01 3.49625538e+01 1.11790593e+06
 4.92574679e-04]",20,1,Newsvendor_BICO_RESULTS
45,[37.88649116],True,0.0,0.0,0.6161921024513307,[39.76159979 10.61878121],[39.00097018  7.15808887],[40.63036507 15.04986515],"[array([[29.92760065, 38.93162443,  7.28395778]]), 5.017645060556575e-06]","[0, 0.0004419649574616302]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.88261695e-01 2.01754998e+01 3.47447794e+01 1.11790593e+06
 4.84419116e-04]",20,1,Newsvendor_BICO_RESULTS
46,[37.92079296],False,0.0,0.0,0.6164582614761387,[39.81560543 10.46788704],[39.18454175  6.87424737],[40.71899551 14.94291869],"[array([[29.93397847, 39.08491492,  6.97003023]]), 5.867318261465471e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.88252797e-01 2.01755522e+01 3.47445942e+01 1.11790593e+06
 4.84420756e-04]",20,1,Newsvendor_BICO_RESULTS
47,[37.99305109],True,0.0,0.0,0.616998101472416,[39.78203095 10.4562181 ],[39.02594316  7.26846787],[40.53751614 14.75646877],"[array([[45.76762345, 39.16217126, 10.63050512]]), 7.535748818499055e-05]","[0, 0.0003883218683087486]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.86541803e-01 2.00114383e+01 3.45368989e+01 1.11790593e+06
 4.57436445e-04]",20,1,Newsvendor_BICO_RESULTS
48,[38.03935237],True,0.0,0.0,0.6173290003648509,[39.85620584  9.94258257],[39.12514223  7.27526451],[40.63849934 13.6574322 ],"[array([[45.71304402, 39.15872313,  9.63550399]]), 0.00012393850585812327]","[0, 0.0007843680604442027]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.86539272e-01 2.00114431e+01 3.45368312e+01 1.11790593e+06
 4.57436964e-04]",20,1,Newsvendor_BICO_RESULTS
49,[38.01649808],False,0.0,0.0,0.6171671439580998,[39.81876396 10.39940614],[39.1533115   7.28095516],[40.51443461 15.22057707],"[array([[45.75253619, 39.17176058,  8.78447619]]), 0.0001226494312137616]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.86539273e-01 2.00114431e+01 3.45368313e+01 1.11790593e+06
 4.57436967e-04]",20,1,Newsvendor_BICO_RESULTS
50,[38.00322308],True,0.0,0.0,0.6170718068198447,[39.77928806  9.64082713],[38.89186635  6.49774411],[40.66229866 13.35917116],"[array([[29.87559181, 39.94548608, 10.00975741]]), 9.7348267924513e-07]","[0, 0.0021485577307381897]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.86745877e-01 1.98858559e+01 3.43418927e+01 1.11790593e+06
 4.24480278e-04]",20,1,Newsvendor_BICO_RESULTS
51,[38.0628426],True,0.0,0.0,0.6174923538554434,[39.87327802  9.77467612],[39.16622807  6.65805329],[40.62003574 13.24132633],"[array([[38.15836982, 41.95623854,  7.08133609]]), 2.2196182281053467e-06]","[0, 0.0005797964068073402]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.86749687e-01 1.98859132e+01 3.43417463e+01 1.11790593e+06
 4.24479734e-04]",20,1,Newsvendor_BICO_RESULTS
52,[38.06985239],False,0.0,0.0,0.6175405104948086,[39.88412394  9.30478653],[39.1284179   6.51275901],[40.64190068 12.64316713],"[array([[38.38429484, 39.40555635, 12.13200543]]), 9.921537973411887e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.86749679e-01 1.98859128e+01 3.43417476e+01 1.11790593e+06
 4.24479732e-04]",20,1,Newsvendor_BICO_RESULTS
53,[38.02840724],False,0.0,0.0,0.6172518438220249,[39.80329524  9.52806272],[39.13338704  6.77095665],[40.43812711 12.75468542],"[array([[30.08932406, 39.73258444,  8.63844646]]), 1.546698035859162e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.85676286e-01 1.96456513e+01 3.43188990e+01 7.72834614e+05
 3.96826974e-04]",20,1,Newsvendor_BICO_RESULTS
54,[38.10986546],True,0.0,0.0,0.6178102021937746,[39.78672598  9.43723908],[39.27045174  6.77127122],[40.4881769  12.38076866],"[array([[45.2883722 , 39.3325298 ,  6.81980302]]), 1.670172583012608e-06]","[0, 0.0002941119321146457]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.81337867e-01 1.94086082e+01 3.43078766e+01 7.77065855e+05
 3.82491162e-04]",20,1,Newsvendor_BICO_RESULTS
55,[38.15855516],False,0.0,0.0,0.6181262785237633,[39.86454813  9.0099185 ],[39.10244055  6.45477845],[40.58817008 11.96904538],"[array([[45.37574202, 39.48745897,  6.53593453]]), 4.964886943570335e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.81349825e-01 1.94087653e+01 3.43079266e+01 7.77065855e+05
 3.82498826e-04]",20,1,Newsvendor_BICO_RESULTS
56,[38.10742136],False,0.0,0.0,0.6177939835140793,[39.8400227   9.41503797],[39.23656069  6.75546386],[40.56327636 12.91313325],"[array([[38.34726594, 43.49819507, 15.52899947]]), 7.520224134416331e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.80959973e-01 1.91977371e+01 3.44140293e+01 7.77065855e+05
 3.61440434e-04]",20,1,Newsvendor_BICO_RESULTS
57,[37.92825028],False,0.0,0.0,0.6165152875650256,[39.74600664  9.39949702],[39.15391877  6.66128942],[40.38099503 13.56495652],"[array([[44.43620282, 38.74745851,  4.71044105]]), 6.197705254562536e-07]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.44163987e-01 1.55668362e+01 3.84791443e+01 4.55559547e+05
 2.69048802e-04]",20,1,Newsvendor_BICO_RESULTS
58,[38.12022664],True,0.0,0.0,0.6178785820186291,[39.77178148  9.31530555],[39.04593689  6.32149492],[40.48004338 12.67648323],"[array([[37.59180143, 23.23401815,  5.695916  ]]), 3.621342635440339e-05]","[0, 0.0005764962786117655]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.80818986e-01 1.92112732e+01 3.47017244e+01 6.90625461e+05
 3.60596008e-04]",20,1,Newsvendor_BICO_RESULTS
59,[38.12395403],False,0.6179030326957723,0.6179030326957723,-0.6898023742830633,[39.77788541  9.04638755],[39.09961817  6.36158441],[40.50699958 12.00556525],"[array([[30.47671275, 39.19589729,  7.11307491]]), 1.7540122093651078e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[7.80824645e-01 1.92100349e+01 3.47043261e+01 8.75277235e+05
 3.60584075e-04]",20,1,Newsvendor_BICO_RESULTS
