,func_caller
82,6.318092346191406e-05
83,7.295608520507812e-05
84,6.413459777832031e-05
85,6.127357482910156e-05
86,6.628036499023438e-05
87,6.270408630371094e-05
88,6.580352783203125e-05
89,6.079673767089844e-05
90,6.318092346191406e-05
91,6.246566772460938e-05
92,6.29425048828125e-05
93,6.103515625e-05
94,6.508827209472656e-05
95,6.198883056640625e-05
96,6.461143493652344e-05
97,6.318092346191406e-05
98,0.00012803077697753906
99,6.246566772460938e-05
100,6.556510925292969e-05
101,6.222724914550781e-05
102,6.365776062011719e-05
103,6.175041198730469e-05
104,6.67572021484375e-05
105,0.00012946128845214844
106,6.222724914550781e-05
107,0.000110626220703125
108,0.00010251998901367188
109,6.198883056640625e-05
110,6.222724914550781e-05
111,6.222724914550781e-05
112,6.556510925292969e-05
113,6.341934204101562e-05
114,6.508827209472656e-05
115,6.222724914550781e-05
116,6.604194641113281e-05
117,6.198883056640625e-05
118,6.771087646484375e-05
119,6.318092346191406e-05
120,7.510185241699219e-05
121,0.00010395050048828125
122,6.365776062011719e-05
123,6.890296936035156e-05
124,6.437301635742188e-05
125,6.341934204101562e-05
126,6.29425048828125e-05
127,0.0001552104949951172
128,6.413459777832031e-05
129,6.127357482910156e-05
130,7.963180541992188e-05
131,6.198883056640625e-05
132,6.413459777832031e-05
133,6.437301635742188e-05
134,6.389617919921875e-05
135,6.4849853515625e-05
136,6.365776062011719e-05
137,6.222724914550781e-05
138,6.937980651855469e-05
139,6.389617919921875e-05
140,6.67572021484375e-05
141,6.842613220214844e-05
142,6.628036499023438e-05
143,6.866455078125e-05
144,6.365776062011719e-05
145,6.437301635742188e-05
146,6.508827209472656e-05
147,7.915496826171875e-05
148,6.222724914550781e-05
149,6.031990051269531e-05
150,6.198883056640625e-05
151,6.4849853515625e-05
152,6.341934204101562e-05
153,6.580352783203125e-05
154,6.961822509765625e-05
155,6.389617919921875e-05
156,6.604194641113281e-05
157,7.867813110351562e-05
158,0.00011181831359863281
159,7.581710815429688e-05
160,6.580352783203125e-05
161,6.151199340820312e-05
162,6.365776062011719e-05
163,0.0001571178436279297
164,6.222724914550781e-05
165,6.008148193359375e-05
166,6.580352783203125e-05
167,6.29425048828125e-05
168,6.413459777832031e-05
169,5.984306335449219e-05
170,6.318092346191406e-05
171,6.079673767089844e-05
172,6.461143493652344e-05
173,6.246566772460938e-05
174,6.890296936035156e-05
175,6.151199340820312e-05
176,6.341934204101562e-05
177,0.00011491775512695312
178,6.29425048828125e-05
179,6.151199340820312e-05
180,6.389617919921875e-05
181,0.00011014938354492188
182,9.894371032714844e-05
183,6.437301635742188e-05
184,0.00010967254638671875
185,6.103515625e-05
186,6.699562072753906e-05
187,6.961822509765625e-05
188,6.651878356933594e-05
189,6.222724914550781e-05
190,6.556510925292969e-05
191,6.246566772460938e-05
192,6.651878356933594e-05
193,6.270408630371094e-05
194,6.318092346191406e-05
195,6.651878356933594e-05
196,6.389617919921875e-05
197,6.246566772460938e-05
198,6.508827209472656e-05
199,7.724761962890625e-05
200,6.437301635742188e-05
201,6.175041198730469e-05
202,6.389617919921875e-05
203,6.222724914550781e-05
204,6.461143493652344e-05
205,6.270408630371094e-05
206,6.532669067382812e-05
207,0.00015997886657714844
208,6.508827209472656e-05
209,6.270408630371094e-05
210,6.461143493652344e-05
211,6.413459777832031e-05
212,6.270408630371094e-05
213,6.771087646484375e-05
214,6.461143493652344e-05
215,6.151199340820312e-05
216,6.365776062011719e-05
217,6.413459777832031e-05
218,6.651878356933594e-05
219,0.0001201629638671875
220,6.413459777832031e-05
221,6.413459777832031e-05
222,6.389617919921875e-05
223,0.00011014938354492188
224,6.413459777832031e-05
225,6.222724914550781e-05
226,6.270408630371094e-05
227,6.222724914550781e-05
228,6.556510925292969e-05
229,0.00011086463928222656
230,6.413459777832031e-05
231,6.270408630371094e-05
232,0.00010824203491210938
233,6.318092346191406e-05
234,9.107589721679688e-05
235,6.461143493652344e-05
236,6.365776062011719e-05
237,6.246566772460938e-05
238,6.532669067382812e-05
239,6.175041198730469e-05
240,0.00015544891357421875
241,7.843971252441406e-05
242,6.246566772460938e-05
243,6.747245788574219e-05
244,6.318092346191406e-05
245,6.914138793945312e-05
246,6.4849853515625e-05
247,5.9604644775390625e-05
248,7.414817810058594e-05
249,6.175041198730469e-05
250,6.365776062011719e-05
251,6.198883056640625e-05
252,7.128715515136719e-05
253,7.43865966796875e-05
254,6.4849853515625e-05
255,6.031990051269531e-05
256,6.580352783203125e-05
257,6.270408630371094e-05
258,6.556510925292969e-05
259,6.413459777832031e-05
260,6.413459777832031e-05
261,6.246566772460938e-05
262,6.389617919921875e-05
263,6.0558319091796875e-05
264,6.532669067382812e-05
265,6.222724914550781e-05
266,6.866455078125e-05
267,6.198883056640625e-05
268,6.365776062011719e-05
269,0.00010442733764648438
270,6.365776062011719e-05
271,6.151199340820312e-05
272,0.00012612342834472656
273,6.103515625e-05
274,6.151199340820312e-05
275,6.246566772460938e-05
276,6.270408630371094e-05
277,6.175041198730469e-05
278,8.225440979003906e-05
279,6.198883056640625e-05
280,6.175041198730469e-05
281,6.29425048828125e-05
282,6.842613220214844e-05
283,6.508827209472656e-05
284,6.4849853515625e-05
285,6.008148193359375e-05
286,6.365776062011719e-05
287,6.318092346191406e-05
288,0.0001633167266845703
289,6.246566772460938e-05
290,6.628036499023438e-05
291,0.00015926361083984375
292,6.556510925292969e-05
293,0.000152587890625
294,0.00011467933654785156
295,6.151199340820312e-05
296,0.00010800361633300781
297,6.127357482910156e-05
298,6.818771362304688e-05
299,6.4849853515625e-05
300,6.461143493652344e-05
301,6.103515625e-05
302,0.00011229515075683594
303,6.961822509765625e-05
304,7.009506225585938e-05
305,6.222724914550781e-05
306,6.699562072753906e-05
307,6.29425048828125e-05
308,6.389617919921875e-05
309,6.461143493652344e-05
310,6.413459777832031e-05
311,6.461143493652344e-05
312,6.341934204101562e-05
313,6.222724914550781e-05
314,7.081031799316406e-05
315,6.246566772460938e-05
316,6.461143493652344e-05
317,6.29425048828125e-05
318,6.532669067382812e-05
319,7.724761962890625e-05
320,0.00016069412231445312
321,6.103515625e-05
322,6.29425048828125e-05
323,6.318092346191406e-05
324,6.270408630371094e-05
325,6.580352783203125e-05
326,6.341934204101562e-05
327,6.103515625e-05
328,6.246566772460938e-05
329,6.985664367675781e-05
330,6.29425048828125e-05
331,5.984306335449219e-05
332,6.723403930664062e-05
333,6.270408630371094e-05
334,6.580352783203125e-05
335,6.246566772460938e-05
336,7.605552673339844e-05
337,6.4849853515625e-05
338,6.341934204101562e-05
339,0.00011157989501953125
340,6.604194641113281e-05
341,6.651878356933594e-05
342,6.246566772460938e-05
343,6.365776062011719e-05
344,6.866455078125e-05
345,0.00011396408081054688
346,6.198883056640625e-05
347,9.1552734375e-05
348,6.461143493652344e-05
349,6.389617919921875e-05
350,6.318092346191406e-05
351,6.175041198730469e-05
352,6.246566772460938e-05
353,6.365776062011719e-05
354,6.67572021484375e-05
355,6.341934204101562e-05
356,6.628036499023438e-05
357,6.198883056640625e-05
358,6.413459777832031e-05
359,6.604194641113281e-05
360,6.413459777832031e-05
361,6.4849853515625e-05
362,0.0001575946807861328
363,6.222724914550781e-05
364,6.198883056640625e-05
365,6.175041198730469e-05
366,6.651878356933594e-05
367,6.437301635742188e-05
368,6.175041198730469e-05
369,6.556510925292969e-05
370,7.271766662597656e-05
371,6.222724914550781e-05
372,6.365776062011719e-05
373,6.151199340820312e-05
374,6.461143493652344e-05
375,6.246566772460938e-05
376,6.628036499023438e-05
377,7.987022399902344e-05
378,6.985664367675781e-05
379,6.937980651855469e-05
380,6.270408630371094e-05
381,7.224082946777344e-05
382,0.00016236305236816406
383,6.270408630371094e-05
384,6.771087646484375e-05
385,6.175041198730469e-05
386,0.0001125335693359375
387,6.580352783203125e-05
388,6.175041198730469e-05
389,6.866455078125e-05
390,6.532669067382812e-05
391,6.270408630371094e-05
392,6.842613220214844e-05
393,6.508827209472656e-05
394,6.222724914550781e-05
395,6.747245788574219e-05
396,6.222724914550781e-05
397,6.246566772460938e-05
398,6.508827209472656e-05
399,6.437301635742188e-05
400,6.4849853515625e-05
401,6.222724914550781e-05
402,6.318092346191406e-05
403,6.365776062011719e-05
404,6.604194641113281e-05
405,0.0001556873321533203
406,6.079673767089844e-05
407,0.0001544952392578125
408,6.437301635742188e-05
409,6.151199340820312e-05
410,6.341934204101562e-05
411,6.246566772460938e-05
412,6.461143493652344e-05
413,6.890296936035156e-05
414,6.413459777832031e-05
415,6.222724914550781e-05
416,6.365776062011719e-05
417,6.270408630371094e-05
418,6.580352783203125e-05
419,6.270408630371094e-05
420,6.270408630371094e-05
421,6.246566772460938e-05
422,6.413459777832031e-05
423,6.175041198730469e-05
424,6.532669067382812e-05
425,0.00010347366333007812
426,6.389617919921875e-05
427,6.222724914550781e-05
428,6.318092346191406e-05
429,6.127357482910156e-05
430,6.437301635742188e-05
431,6.246566772460938e-05
432,6.461143493652344e-05
433,6.151199340820312e-05
434,6.413459777832031e-05
435,6.365776062011719e-05
436,6.556510925292969e-05
437,6.532669067382812e-05
438,6.389617919921875e-05
439,6.532669067382812e-05
440,6.413459777832031e-05
441,0.0001533031463623047
442,6.198883056640625e-05
443,6.341934204101562e-05
444,6.29425048828125e-05
445,0.00023984909057617188
446,0.00011754035949707031
447,6.151199340820312e-05
448,6.389617919921875e-05
449,6.031990051269531e-05
450,6.604194641113281e-05
451,6.151199340820312e-05
452,6.461143493652344e-05
453,6.198883056640625e-05
454,7.987022399902344e-05
455,6.127357482910156e-05
456,0.0001804828643798828
457,6.4849853515625e-05
458,6.270408630371094e-05
459,6.29425048828125e-05
460,6.580352783203125e-05
461,6.103515625e-05
462,0.00011086463928222656
463,6.318092346191406e-05
464,6.341934204101562e-05
465,6.175041198730469e-05
466,6.508827209472656e-05
467,9.107589721679688e-05
468,6.341934204101562e-05
469,6.270408630371094e-05
470,6.151199340820312e-05
471,6.413459777832031e-05
472,6.890296936035156e-05
473,6.151199340820312e-05
474,7.867813110351562e-05
475,6.031990051269531e-05
476,6.270408630371094e-05
477,6.246566772460938e-05
478,7.05718994140625e-05
479,6.29425048828125e-05
480,6.4849853515625e-05
481,6.365776062011719e-05
482,6.723403930664062e-05
483,6.341934204101562e-05
484,6.937980651855469e-05
485,6.198883056640625e-05
486,6.365776062011719e-05
487,6.341934204101562e-05
488,7.104873657226562e-05
489,6.008148193359375e-05
490,0.00016021728515625
491,6.246566772460938e-05
492,6.961822509765625e-05
493,6.365776062011719e-05
494,6.29425048828125e-05
495,6.151199340820312e-05
496,6.508827209472656e-05
497,6.246566772460938e-05
498,6.389617919921875e-05
499,6.67572021484375e-05
500,6.961822509765625e-05
501,6.341934204101562e-05
502,6.771087646484375e-05
503,6.175041198730469e-05
504,6.461143493652344e-05
505,6.341934204101562e-05
506,6.508827209472656e-05
507,6.699562072753906e-05
508,6.747245788574219e-05
509,0.00010585784912109375
510,6.318092346191406e-05
511,6.890296936035156e-05
512,6.198883056640625e-05
513,6.222724914550781e-05
514,0.00010418891906738281
515,6.008148193359375e-05
516,6.389617919921875e-05
517,6.175041198730469e-05
518,6.699562072753906e-05
519,8.034706115722656e-05
520,6.866455078125e-05
521,6.008148193359375e-05
522,6.318092346191406e-05
523,6.031990051269531e-05
524,6.389617919921875e-05
525,6.008148193359375e-05
526,6.29425048828125e-05
527,6.175041198730469e-05
528,0.00013947486877441406
529,6.222724914550781e-05
530,6.4849853515625e-05
531,6.0558319091796875e-05
532,6.580352783203125e-05
533,0.00013947486877441406
534,6.222724914550781e-05
535,6.389617919921875e-05
536,6.580352783203125e-05
537,6.246566772460938e-05
538,6.4849853515625e-05
539,0.00016236305236816406
540,6.771087646484375e-05
541,0.00010800361633300781
542,6.389617919921875e-05
543,6.413459777832031e-05
544,6.556510925292969e-05
545,6.365776062011719e-05
546,0.00016188621520996094
547,0.00011968612670898438
548,0.00015854835510253906
549,6.103515625e-05
550,6.318092346191406e-05
551,0.00010561943054199219
552,6.270408630371094e-05
553,6.4849853515625e-05
554,6.651878356933594e-05
555,6.127357482910156e-05
556,7.319450378417969e-05
557,0.0001125335693359375
558,6.532669067382812e-05
559,7.104873657226562e-05
560,6.67572021484375e-05
561,6.318092346191406e-05
562,6.341934204101562e-05
563,6.318092346191406e-05
564,6.67572021484375e-05
565,6.127357482910156e-05
566,0.00011181831359863281
567,6.127357482910156e-05
568,0.0001575946807861328
569,6.437301635742188e-05
570,6.771087646484375e-05
571,6.246566772460938e-05
572,6.604194641113281e-05
573,6.246566772460938e-05
574,6.389617919921875e-05
575,6.437301635742188e-05
576,6.270408630371094e-05
577,6.151199340820312e-05
578,6.4849853515625e-05
579,6.222724914550781e-05
580,6.318092346191406e-05
581,6.604194641113281e-05
582,6.508827209472656e-05
583,6.461143493652344e-05
584,6.508827209472656e-05
585,6.67572021484375e-05
586,6.604194641113281e-05
587,6.747245788574219e-05
588,6.556510925292969e-05
589,7.05718994140625e-05
590,6.628036499023438e-05
591,6.127357482910156e-05
592,6.389617919921875e-05
593,6.0558319091796875e-05
594,8.130073547363281e-05
595,6.031990051269531e-05
596,6.628036499023438e-05
597,6.437301635742188e-05
598,6.318092346191406e-05
599,6.079673767089844e-05
600,6.389617919921875e-05
601,6.198883056640625e-05
602,6.413459777832031e-05
603,6.270408630371094e-05
604,6.413459777832031e-05
605,6.103515625e-05
606,6.4849853515625e-05
607,0.00014710426330566406
608,6.389617919921875e-05
609,6.389617919921875e-05
610,6.318092346191406e-05
611,6.031990051269531e-05
612,6.365776062011719e-05
613,6.198883056640625e-05
614,7.176399230957031e-05
615,6.222724914550781e-05
616,6.341934204101562e-05
617,7.05718994140625e-05
618,6.270408630371094e-05
619,6.198883056640625e-05
620,6.67572021484375e-05
621,6.437301635742188e-05
622,6.67572021484375e-05
623,6.079673767089844e-05
624,6.818771362304688e-05
625,6.437301635742188e-05
626,6.508827209472656e-05
627,6.318092346191406e-05
628,6.341934204101562e-05
629,6.747245788574219e-05
630,6.508827209472656e-05
631,6.341934204101562e-05
632,6.461143493652344e-05
633,6.246566772460938e-05
634,6.651878356933594e-05
635,0.00010728836059570312
636,6.628036499023438e-05
637,6.151199340820312e-05
638,6.389617919921875e-05
639,6.008148193359375e-05
640,6.437301635742188e-05
641,6.222724914550781e-05
642,6.794929504394531e-05
643,6.29425048828125e-05
644,6.461143493652344e-05
645,6.151199340820312e-05
646,6.413459777832031e-05
647,6.151199340820312e-05
648,6.508827209472656e-05
649,7.867813110351562e-05
650,6.318092346191406e-05
651,6.198883056640625e-05
652,7.128715515136719e-05
653,6.127357482910156e-05
654,6.365776062011719e-05
655,6.127357482910156e-05
656,8.320808410644531e-05
657,6.222724914550781e-05
658,6.341934204101562e-05
659,6.699562072753906e-05
660,6.413459777832031e-05
661,6.0558319091796875e-05
662,6.365776062011719e-05
663,6.4849853515625e-05
664,6.985664367675781e-05
665,6.747245788574219e-05
666,6.628036499023438e-05
667,0.0001125335693359375
668,6.437301635742188e-05
669,6.29425048828125e-05
670,6.4849853515625e-05
671,7.033348083496094e-05
672,6.532669067382812e-05
673,6.341934204101562e-05
674,6.389617919921875e-05
675,0.00010585784912109375
676,6.771087646484375e-05
677,6.151199340820312e-05
678,6.270408630371094e-05
679,6.246566772460938e-05
680,6.461143493652344e-05
681,6.198883056640625e-05
682,6.29425048828125e-05
683,6.103515625e-05
684,0.00017714500427246094
685,6.222724914550781e-05
686,6.389617919921875e-05
687,6.103515625e-05
688,6.127357482910156e-05
689,6.0558319091796875e-05
690,6.818771362304688e-05
691,0.00016045570373535156
692,6.914138793945312e-05
693,6.389617919921875e-05
694,6.318092346191406e-05
695,6.580352783203125e-05
696,6.747245788574219e-05
697,6.008148193359375e-05
698,6.341934204101562e-05
699,8.058547973632812e-05
700,6.29425048828125e-05
701,6.318092346191406e-05
702,0.00011348724365234375
703,6.318092346191406e-05
704,6.4849853515625e-05
705,6.222724914550781e-05
706,6.389617919921875e-05
707,0.00010609626770019531
708,6.4849853515625e-05
709,6.222724914550781e-05
710,6.628036499023438e-05
711,6.318092346191406e-05
712,0.00010776519775390625
713,6.604194641113281e-05
714,6.532669067382812e-05
715,6.365776062011719e-05
716,6.318092346191406e-05
717,6.246566772460938e-05
718,6.270408630371094e-05
719,6.222724914550781e-05
720,6.341934204101562e-05
721,0.0001685619354248047
722,6.580352783203125e-05
723,6.127357482910156e-05
724,0.00016450881958007812
725,6.031990051269531e-05
726,6.270408630371094e-05
727,0.00016832351684570312
728,6.246566772460938e-05
729,7.534027099609375e-05
730,6.341934204101562e-05
731,6.198883056640625e-05
732,6.389617919921875e-05
733,6.246566772460938e-05
734,6.437301635742188e-05
735,0.0001647472381591797
736,6.508827209472656e-05
737,0.00011110305786132812
738,6.389617919921875e-05
739,6.246566772460938e-05
740,0.00010895729064941406
741,6.127357482910156e-05
742,6.365776062011719e-05
743,6.175041198730469e-05
744,0.00010418891906738281
745,6.389617919921875e-05
746,6.961822509765625e-05
747,6.437301635742188e-05
748,6.961822509765625e-05
749,6.151199340820312e-05
750,0.000110626220703125
751,6.222724914550781e-05
752,6.532669067382812e-05
753,6.628036499023438e-05
754,6.270408630371094e-05
755,6.151199340820312e-05
756,6.508827209472656e-05
757,6.175041198730469e-05
758,6.461143493652344e-05
759,6.151199340820312e-05
760,6.532669067382812e-05
761,6.270408630371094e-05
762,0.00015878677368164062
763,6.437301635742188e-05
764,6.604194641113281e-05
765,6.198883056640625e-05
766,6.604194641113281e-05
767,6.008148193359375e-05
768,6.389617919921875e-05
769,6.341934204101562e-05
770,6.437301635742188e-05
771,6.079673767089844e-05
772,6.29425048828125e-05
773,6.008148193359375e-05
774,6.270408630371094e-05
775,6.103515625e-05
776,6.413459777832031e-05
777,6.318092346191406e-05
778,6.437301635742188e-05
779,6.389617919921875e-05
780,6.318092346191406e-05
781,5.9604644775390625e-05
782,6.532669067382812e-05
783,6.365776062011719e-05
784,6.461143493652344e-05
785,6.175041198730469e-05
786,6.389617919921875e-05
787,6.031990051269531e-05
788,6.699562072753906e-05
789,6.389617919921875e-05
790,6.341934204101562e-05
791,6.008148193359375e-05
792,6.222724914550781e-05
793,6.198883056640625e-05
794,6.222724914550781e-05
795,6.723403930664062e-05
796,6.29425048828125e-05
797,6.151199340820312e-05
798,6.365776062011719e-05
799,6.4849853515625e-05
800,6.127357482910156e-05
801,6.175041198730469e-05
802,6.246566772460938e-05
803,6.222724914550781e-05
804,6.556510925292969e-05
805,0.00015544891357421875
806,6.461143493652344e-05
807,6.413459777832031e-05
808,0.0001227855682373047
809,6.365776062011719e-05
810,6.532669067382812e-05
811,6.628036499023438e-05
812,0.00015592575073242188
813,6.0558319091796875e-05
814,6.461143493652344e-05
815,5.984306335449219e-05
816,7.534027099609375e-05
817,6.0558319091796875e-05
818,6.246566772460938e-05
819,6.4849853515625e-05
820,6.29425048828125e-05
821,0.000110626220703125
822,0.00010991096496582031
823,0.00011682510375976562
824,6.365776062011719e-05
825,6.318092346191406e-05
826,6.67572021484375e-05
827,6.67572021484375e-05
828,0.00011777877807617188
829,6.270408630371094e-05
830,6.437301635742188e-05
831,6.270408630371094e-05
832,0.0001068115234375
833,6.127357482910156e-05
834,6.318092346191406e-05
835,6.628036499023438e-05
836,6.628036499023438e-05
837,6.270408630371094e-05
838,6.747245788574219e-05
839,6.151199340820312e-05
840,6.985664367675781e-05
841,6.198883056640625e-05
842,0.00010037422180175781
843,6.031990051269531e-05
844,6.29425048828125e-05
845,6.008148193359375e-05
846,0.000171661376953125
847,6.67572021484375e-05
848,6.985664367675781e-05
849,6.175041198730469e-05
850,0.00016069412231445312
851,6.175041198730469e-05
852,6.270408630371094e-05
853,0.0001285076141357422
854,6.29425048828125e-05
855,6.318092346191406e-05
856,6.508827209472656e-05
857,6.246566772460938e-05
858,7.152557373046875e-05
859,6.723403930664062e-05
860,6.222724914550781e-05
861,0.0001220703125
862,6.341934204101562e-05
863,6.29425048828125e-05
864,6.818771362304688e-05
865,6.198883056640625e-05
866,6.318092346191406e-05
867,6.246566772460938e-05
868,6.437301635742188e-05
869,6.389617919921875e-05
870,6.699562072753906e-05
871,6.175041198730469e-05
872,6.508827209472656e-05
873,6.318092346191406e-05
874,6.67572021484375e-05
875,8.153915405273438e-05
876,6.580352783203125e-05
877,6.198883056640625e-05
878,6.29425048828125e-05
879,6.222724914550781e-05
880,6.413459777832031e-05
881,6.198883056640625e-05
882,6.341934204101562e-05
883,6.29425048828125e-05
884,6.4849853515625e-05
885,6.151199340820312e-05
886,0.0001583099365234375
887,6.341934204101562e-05
888,6.866455078125e-05
889,0.0001552104949951172
890,6.389617919921875e-05
891,6.246566772460938e-05
892,6.699562072753906e-05
893,6.341934204101562e-05
894,6.29425048828125e-05
895,6.008148193359375e-05
896,6.842613220214844e-05
897,6.175041198730469e-05
898,6.365776062011719e-05
899,7.867813110351562e-05
900,6.628036499023438e-05
901,6.151199340820312e-05
902,0.00011134147644042969
903,7.867813110351562e-05
904,9.250640869140625e-05
905,0.00011730194091796875
906,7.796287536621094e-05
907,6.103515625e-05
908,7.128715515136719e-05
909,6.222724914550781e-05
910,6.413459777832031e-05
911,6.747245788574219e-05
912,6.318092346191406e-05
913,6.246566772460938e-05
914,6.389617919921875e-05
915,6.198883056640625e-05
916,7.033348083496094e-05
917,6.246566772460938e-05
918,6.198883056640625e-05
919,6.103515625e-05
920,6.771087646484375e-05
921,6.318092346191406e-05
922,9.989738464355469e-05
923,6.222724914550781e-05
924,6.318092346191406e-05
925,6.198883056640625e-05
926,6.508827209472656e-05
927,6.365776062011719e-05
928,6.389617919921875e-05
929,6.079673767089844e-05
930,6.437301635742188e-05
931,7.772445678710938e-05
932,6.413459777832031e-05
933,6.628036499023438e-05
934,6.389617919921875e-05
935,6.723403930664062e-05
936,9.107589721679688e-05
937,6.67572021484375e-05
938,6.198883056640625e-05
939,6.747245788574219e-05
940,6.461143493652344e-05
941,6.29425048828125e-05
942,6.246566772460938e-05
943,6.103515625e-05
944,6.365776062011719e-05
945,6.246566772460938e-05
946,0.0001201629638671875
947,6.151199340820312e-05
948,7.200241088867188e-05
949,6.270408630371094e-05
950,6.318092346191406e-05
951,6.246566772460938e-05
952,8.344650268554688e-05
953,6.270408630371094e-05
954,6.222724914550781e-05
955,6.222724914550781e-05
956,6.389617919921875e-05
957,6.175041198730469e-05
958,6.461143493652344e-05
959,6.198883056640625e-05
960,6.318092346191406e-05
961,6.532669067382812e-05
962,6.318092346191406e-05
963,6.246566772460938e-05
964,6.556510925292969e-05
965,6.198883056640625e-05
966,6.389617919921875e-05
967,6.747245788574219e-05
968,7.104873657226562e-05
969,6.222724914550781e-05
970,6.508827209472656e-05
971,6.222724914550781e-05
972,6.437301635742188e-05
973,6.508827209472656e-05
974,6.699562072753906e-05
975,6.866455078125e-05
976,6.270408630371094e-05
977,6.771087646484375e-05
978,6.389617919921875e-05
979,6.389617919921875e-05
980,6.461143493652344e-05
981,6.127357482910156e-05
982,6.508827209472656e-05
983,6.270408630371094e-05
984,9.989738464355469e-05
985,6.270408630371094e-05
986,6.556510925292969e-05
987,0.00010585784912109375
988,0.00011301040649414062
989,6.318092346191406e-05
990,6.413459777832031e-05
991,0.00016641616821289062
992,6.699562072753906e-05
993,6.175041198730469e-05
994,6.508827209472656e-05
995,6.127357482910156e-05
996,6.437301635742188e-05
997,6.270408630371094e-05
998,6.198883056640625e-05
999,6.175041198730469e-05
1000,6.29425048828125e-05
1001,6.0558319091796875e-05
1002,6.341934204101562e-05
1003,6.103515625e-05
1004,0.0001666545867919922
1005,6.29425048828125e-05
1006,6.29425048828125e-05
1007,0.00016069412231445312
1008,0.0001800060272216797
1009,6.341934204101562e-05
1010,6.365776062011719e-05
1011,6.246566772460938e-05
1012,6.508827209472656e-05
1013,6.341934204101562e-05
1014,6.628036499023438e-05
1015,6.341934204101562e-05
1016,6.365776062011719e-05
1017,6.270408630371094e-05
1018,6.365776062011719e-05
1019,6.222724914550781e-05
1020,6.461143493652344e-05
1021,6.341934204101562e-05
1022,6.532669067382812e-05
1023,6.246566772460938e-05
1024,6.365776062011719e-05
1025,6.389617919921875e-05
1026,6.389617919921875e-05
1027,6.031990051269531e-05
1028,6.413459777832031e-05
1029,6.246566772460938e-05
1030,6.771087646484375e-05
1031,6.628036499023438e-05
1032,6.461143493652344e-05
1033,9.202957153320312e-05
1034,6.604194641113281e-05
1035,6.222724914550781e-05
1036,6.628036499023438e-05
1037,6.246566772460938e-05
1038,6.151199340820312e-05
1039,6.508827209472656e-05
1040,6.508827209472656e-05
1041,6.222724914550781e-05
1042,6.67572021484375e-05
1043,6.29425048828125e-05
1044,6.532669067382812e-05
1045,6.175041198730469e-05
1046,0.00017380714416503906
1047,0.0001537799835205078
1048,6.341934204101562e-05
1049,6.127357482910156e-05
1050,6.246566772460938e-05
1051,6.079673767089844e-05
1052,6.4849853515625e-05
1053,5.9604644775390625e-05
1054,6.508827209472656e-05
1055,6.341934204101562e-05
1056,7.796287536621094e-05
1057,6.079673767089844e-05
1058,6.508827209472656e-05
1059,0.00016546249389648438
1060,6.651878356933594e-05
1061,6.151199340820312e-05
1062,6.532669067382812e-05
1063,6.29425048828125e-05
1064,6.604194641113281e-05
1065,0.00011086463928222656
1066,0.00010848045349121094
1067,6.222724914550781e-05
1068,7.677078247070312e-05
1069,6.175041198730469e-05
1070,6.628036499023438e-05
1071,6.29425048828125e-05
1072,7.152557373046875e-05
1073,6.29425048828125e-05
1074,7.534027099609375e-05
1075,7.05718994140625e-05
1076,6.270408630371094e-05
1077,6.365776062011719e-05
1078,6.651878356933594e-05
1079,6.198883056640625e-05
1080,6.365776062011719e-05
